GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNBE001,RNBE002,RNBE003,RNBE004,RNBE005,RNBE006,RNBE007,RNBE008,NAME_M,RNBM001,RNBM002,RNBM003,RNBM004,RNBM005,RNBM006,RNBM007,RNBM008
"G3701770","2005-2009","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177","Tyrrell County, North Carolina",3289,240,415,154,318,413,54,1695,"Tyrrell County, North Carolina",201,168,172,116,179,187,47,299
"G3701790","2005-2009","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",180121,6934,11109,6499,7323,12172,5285,130799,"Union County, North Carolina",690,1105,1421,1157,1182,1507,882,2141
"G3701810","2005-2009","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181","Vance County, North Carolina",42566,4561,7580,2242,2746,3273,1217,20947,"Vance County, North Carolina",242,800,1151,588,743,739,383,1229
"G3701830","2005-2009","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",807041,34268,41250,26732,28765,38803,16133,621090,"Wake County, North Carolina",2237,2456,2404,2383,2379,2436,1786,4571
"G3701850","2005-2009","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185","Warren County, North Carolina",19226,2495,2607,1295,1283,1281,374,9891,"Warren County, North Carolina",253,700,586,438,396,358,184,741
"G3701870","2005-2009","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187","Washington County, North Carolina",12620,1448,1809,373,495,784,348,7363,"Washington County, North Carolina",267,403,494,162,258,306,261,675
"G3701890","2005-2009","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189","Watauga County, North Carolina",39294,5141,3702,2309,1718,2861,668,22895,"Watauga County, North Carolina",965,588,575,580,457,549,262,1102
"G3701910","2005-2009","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",109230,8489,11375,6537,7029,8142,4332,63326,"Wayne County, North Carolina",835,953,1359,984,1014,913,766,1777
"G3701930","2005-2009","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",65449,5408,6845,4378,4308,5020,2556,36934,"Wilkes County, North Carolina",413,824,818,680,880,678,591,1342
"G3701950","2005-2009","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",74996,6699,8472,3523,4859,5811,2460,43172,"Wilson County, North Carolina",502,940,1234,631,936,871,597,1359
"G3701970","2005-2009","NC",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37197","Yadkin County, North Carolina",36900,1441,3872,1870,2462,2962,913,23380,"Yadkin County, North Carolina",324,437,687,472,617,667,304,976
"G3701990","2005-2009","NC",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37199","Yancey County, North Carolina",18110,1360,1899,1203,1210,1416,347,10675,"Yancey County, North Carolina",183,554,517,459,426,456,194,940
"G3800010","2005-2009","ND",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38001","Adams County, North Dakota",2099,84,197,210,113,258,64,1173,"Adams County, North Dakota",166,44,80,121,49,101,54,181
"G3800030","2005-2009","ND",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38003","Barnes County, North Dakota",10535,514,626,397,492,740,404,7362,"Barnes County, North Dakota",233,173,138,122,137,170,120,348
"G3800050","2005-2009","ND",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38005","Benson County, North Dakota",6793,1440,846,548,456,388,193,2922,"Benson County, North Dakota",49,246,203,158,119,129,98,265
"G3800070","2005-2009","ND",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38007","Billings County, North Dakota",905,27,48,6,0,74,18,732,"Billings County, North Dakota",94,31,28,10,93,41,16,105
"G3800090","2005-2009","ND",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38009","Bottineau County, North Dakota",5845,328,470,176,303,422,167,3979,"Bottineau County, North Dakota",296,145,143,75,118,141,87,296
"G3800110","2005-2009","ND",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38011","Bowman County, North Dakota",2810,82,131,124,80,182,79,2132,"Bowman County, North Dakota",157,39,47,73,44,86,48,174
"G3800130","2005-2009","ND",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38013","Burke County, North Dakota",2022,72,105,62,94,110,55,1524,"Burke County, North Dakota",132,43,42,24,50,42,29,126
"G3800150","2005-2009","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",74766,2943,3665,2637,2465,3748,2458,56850,"Burleigh County, North Dakota",635,621,581,503,532,662,544,1058
"G3800170","2005-2009","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",131450,7283,9594,4873,5388,6549,3318,94445,"Cass County, North Dakota",1351,786,1118,849,797,755,612,1602
"G3800190","2005-2009","ND",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38019","Cavalier County, North Dakota",3831,101,230,111,94,443,55,2797,"Cavalier County, North Dakota",124,76,88,43,42,126,51,180
"G3800210","2005-2009","ND",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38021","Dickey County, North Dakota",5061,178,401,341,518,219,119,3285,"Dickey County, North Dakota",215,88,119,147,123,88,58,229
"G3800230","2005-2009","ND",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38023","Divide County, North Dakota",1776,76,166,67,69,79,48,1271,"Divide County, North Dakota",120,58,100,41,41,36,26,115
"G3800250","2005-2009","ND",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38025","Dunn County, North Dakota",3219,83,202,306,188,262,126,2052,"Dunn County, North Dakota",163,42,80,126,85,105,55,182
"G3800270","2005-2009","ND",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38027","Eddy County, North Dakota",2399,217,122,106,142,155,38,1619,"Eddy County, North Dakota",14,122,46,36,81,58,31,153
"G3800290","2005-2009","ND",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38029","Emmons County, North Dakota",3458,149,348,143,257,371,93,2097,"Emmons County, North Dakota",103,53,88,55,110,124,57,161
"G3800310","2005-2009","ND",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38031","Foster County, North Dakota",3346,83,149,288,187,258,185,2196,"Foster County, North Dakota",94,38,72,135,67,102,93,169
"G3800330","2005-2009","ND",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38033","Golden Valley County, North Dakota",1527,61,150,149,121,181,91,774,"Golden Valley County, North Dakota",93,37,69,61,73,68,56,112
"G3800350","2005-2009","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",62418,5329,5534,2312,2870,3585,1497,41291,"Grand Forks County, North Dakota",748,579,695,353,585,540,322,1175
"G3800370","2005-2009","ND",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38037","Grant County, North Dakota",2329,61,195,131,231,179,49,1483,"Grant County, North Dakota",140,25,62,46,135,54,26,163
"G3800390","2005-2009","ND",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38039","Griggs County, North Dakota",2235,74,226,64,59,197,59,1556,"Griggs County, North Dakota",125,42,86,31,34,80,32,130
"G3800410","2005-2009","ND",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38041","Hettinger County, North Dakota",2394,88,184,93,121,195,73,1640,"Hettinger County, North Dakota",6,46,56,39,45,72,36,102
"G3800430","2005-2009","ND",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38043","Kidder County, North Dakota",2253,117,351,58,135,133,103,1356,"Kidder County, North Dakota",78,51,94,27,42,60,42,98
"G3800450","2005-2009","ND",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38045","LaMoure County, North Dakota",4072,112,205,163,248,303,111,2930,"LaMoure County, North Dakota",14,38,67,45,86,73,54,135
"G3800470","2005-2009","ND",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38047","Logan County, North Dakota",1728,58,97,109,186,76,32,1170,"Logan County, North Dakota",190,26,33,56,83,30,22,149
"G3800490","2005-2009","ND",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38049","McHenry County, North Dakota",5253,225,477,267,352,329,132,3471,"McHenry County, North Dakota",17,66,117,96,95,79,50,171
"G3800510","2005-2009","ND",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38051","McIntosh County, North Dakota",2521,99,171,144,142,221,125,1619,"McIntosh County, North Dakota",162,60,47,54,58,73,48,157
"G3800530","2005-2009","ND",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38053","McKenzie County, North Dakota",5550,229,453,327,312,357,184,3688,"McKenzie County, North Dakota",35,96,154,139,116,151,112,289
"G3800550","2005-2009","ND",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38055","McLean County, North Dakota",8168,371,447,437,347,541,228,5797,"McLean County, North Dakota",158,118,98,129,101,152,78,250
"G3800570","2005-2009","ND",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38057","Mercer County, North Dakota",7748,345,184,291,371,271,267,6019,"Mercer County, North Dakota",165,134,66,121,152,106,91,235
"G3800590","2005-2009","ND",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38059","Morton County, North Dakota",25453,870,1257,1195,754,1302,635,19440,"Morton County, North Dakota",233,254,305,435,181,388,191,645
"G3800610","2005-2009","ND",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38061","Mountrail County, North Dakota",6331,588,601,163,392,410,106,4071,"Mountrail County, North Dakota",168,174,169,74,158,141,71,227
"G3800630","2005-2009","ND",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38063","Nelson County, North Dakota",3107,93,170,173,179,156,106,2230,"Nelson County, North Dakota",108,45,58,59,78,47,54,138
"G3800650","2005-2009","ND",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38065","Oliver County, North Dakota",1607,60,97,73,38,145,33,1161,"Oliver County, North Dakota",129,49,60,52,26,80,25,115
"G3800670","2005-2009","ND",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38067","Pembina County, North Dakota",7242,272,362,297,323,529,190,5269,"Pembina County, North Dakota",432,101,114,137,104,147,78,347
"G3800690","2005-2009","ND",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38069","Pierce County, North Dakota",3594,115,329,239,200,235,78,2398,"Pierce County, North Dakota",503,88,149,156,116,99,57,374
"G3800710","2005-2009","ND",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38071","Ramsey County, North Dakota",10755,484,593,758,325,971,185,7439,"Ramsey County, North Dakota",285,217,197,302,155,359,96,457
"G3800730","2005-2009","ND",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38073","Ransom County, North Dakota",5371,237,282,188,233,438,202,3791,"Ransom County, North Dakota",164,117,89,74,67,149,97,226
"G3800750","2005-2009","ND",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38075","Renville County, North Dakota",2281,99,78,85,33,318,100,1568,"Renville County, North Dakota",93,23,45,44,24,77,40,108
"G3800770","2005-2009","ND",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38077","Richland County, North Dakota",15294,613,1256,561,691,824,544,10805,"Richland County, North Dakota",368,188,264,178,159,165,163,483
"G3800790","2005-2009","ND",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38079","Rolette County, North Dakota",13421,2328,1500,1102,824,1172,427,6068,"Rolette County, North Dakota",170,509,433,381,351,485,223,516
"G3800810","2005-2009","ND",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38081","Sargent County, North Dakota",4045,98,218,129,111,223,159,3107,"Sargent County, North Dakota",5,38,83,57,39,73,70,147
"G3800830","2005-2009","ND",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38083","Sheridan County, North Dakota",1313,80,193,50,79,119,31,761,"Sheridan County, North Dakota",83,39,71,23,62,38,25,93
"G3800850","2005-2009","ND",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38085","Sioux County, North Dakota",4097,933,921,187,460,322,81,1193,"Sioux County, North Dakota",29,219,197,95,185,164,52,155
"G3800870","2005-2009","ND",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38087","Slope County, North Dakota",703,23,82,14,27,34,10,513,"Slope County, North Dakota",86,19,31,11,20,29,11,81
"G3800890","2005-2009","ND",,,"North Dakota","38","Stark County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38089","Stark County, North Dakota",21476,953,1248,769,1233,1154,640,15479,"Stark County, North Dakota",394,212,297,190,303,311,219,538
"G3800910","2005-2009","ND",,,"North Dakota","38","Steele County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38091","Steele County, North Dakota",1926,27,64,98,45,291,95,1306,"Steele County, North Dakota",105,24,48,60,31,107,54,125
"G3800930","2005-2009","ND",,,"North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38093","Stutsman County, North Dakota",18920,787,1543,1056,647,1143,693,13051,"Stutsman County, North Dakota",530,328,427,338,215,322,193,661
"G3800950","2005-2009","ND",,,"North Dakota","38","Towner County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38095","Towner County, North Dakota",2273,110,99,76,97,306,78,1507,"Towner County, North Dakota",73,63,47,36,40,107,52,141
"G3800970","2005-2009","ND",,,"North Dakota","38","Traill County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38097","Traill County, North Dakota",7721,290,397,242,224,776,300,5492,"Traill County, North Dakota",215,142,103,90,64,215,147,277
"G3800990","2005-2009","ND",,,"North Dakota","38","Walsh County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38099","Walsh County, North Dakota",10818,572,569,616,761,938,332,7030,"Walsh County, North Dakota",127,185,163,190,215,245,119,329
"G3801010","2005-2009","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",54018,1324,3003,2544,2283,4486,1930,38448,"Ward County, North Dakota",527,315,543,573,586,886,449,1029
"G3801030","2005-2009","ND",,,"North Dakota","38","Wells County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38103","Wells County, North Dakota",4111,284,296,294,174,299,126,2638,"Wells County, North Dakota",197,131,107,83,68,117,63,273
"G3801050","2005-2009","ND",,,"North Dakota","38","Williams County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38105","Williams County, North Dakota",18752,786,1127,480,668,1268,591,13832,"Williams County, North Dakota",520,324,267,169,224,269,223,618
"G3900010","2005-2009","OH",,,"Ohio","39","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39001","Adams County, Ohio",28024,2295,4141,2049,1731,1749,857,15202,"Adams County, Ohio",109,469,566,417,468,408,268,826
"G3900030","2005-2009","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",100675,7781,7682,4104,4740,6982,2479,66907,"Allen County, Ohio",949,982,940,678,707,950,471,1410
"G3900050","2005-2009","OH",,,"Ohio","39","Ashland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39005","Ashland County, Ohio",51810,2925,4943,1683,2710,4259,1604,33686,"Ashland County, Ohio",797,775,1041,432,687,623,437,1307
"G3900070","2005-2009","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",98021,7674,8114,5083,6447,8473,3384,58846,"Ashtabula County, Ohio",307,1061,1094,752,1028,1460,651,2041
"G3900090","2005-2009","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",53648,9155,8436,2579,2765,3767,1222,25724,"Athens County, Ohio",1178,993,1057,449,569,540,362,1168
"G3900110","2005-2009","OH",,,"Ohio","39","Auglaize County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39011","Auglaize County, Ohio",45733,1403,1776,1628,1582,2473,1297,35574,"Auglaize County, Ohio",228,261,324,417,352,426,326,792
"G3900130","2005-2009","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",63514,4335,5422,3201,3202,4911,2369,40074,"Belmont County, Ohio",1402,663,717,543,494,629,387,1390
"G3900150","2005-2009","OH",,,"Ohio","39","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39015","Brown County, Ohio",43216,2540,3265,1983,2060,2454,1446,29468,"Brown County, Ohio",351,494,638,496,533,494,419,904
"G3900170","2005-2009","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",343652,21378,22251,13326,12161,19853,8871,245812,"Butler County, Ohio",1482,2111,2031,1384,1378,1977,1058,3181
"G3900190","2005-2009","OH",,,"Ohio","39","Carroll County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39019","Carroll County, Ohio",28265,1303,2181,1405,1428,2287,865,18796,"Carroll County, Ohio",190,333,459,338,403,512,246,733
"G3900210","2005-2009","OH",,,"Ohio","39","Champaign County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39021","Champaign County, Ohio",38856,1820,2670,1511,1254,2286,1637,27678,"Champaign County, Ohio",303,493,566,582,368,562,545,1034
"G3900230","2005-2009","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",136411,9216,11041,5645,6401,10552,4161,89395,"Clark County, Ohio",876,1271,1166,822,871,1045,608,1638
"G3900250","2005-2009","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",191441,7889,9682,5865,7211,9364,5624,145806,"Clermont County, Ohio",350,884,1301,943,1042,1115,1173,2370
"G3900270","2005-2009","OH",,,"Ohio","39","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39027","Clinton County, Ohio",41966,2058,3376,887,2156,3098,1313,29078,"Clinton County, Ohio",341,434,630,233,495,556,342,1100
