GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,AMAXE001,AMAXE002,AMAXE003,AMAXE004,AMAXE005,AMAXE006,AMAXE007,AMAXE008,AMAXE009,AMAXE010,AMAXE011,AMAXE012,AMAXE013,AMAXE014,AMAXE015,AMAXE016,AMAXE017,AMAXE018,AMAXE019,AMAXE020,AMAXE021,AMAXE022,AMAXE023,AMAXE024,AMAXE025,AMAXE026,AMAXE027,AMAXE028,AMAXE029,AMAXE030,AMAXE031,AMAXE032,AMAXE033,AMAXE034,AMAXE035,AMAXE036,AMAXE037,AMAXE038,AMAXE039,AMAXE040,AMAXE041,AMAXE042,AMAXE043,AMAXE044,AMAXE045,AMAXE046,AMAXE047,AMAXE048,AMAXE049,AMAXE050,AMAXE051,AMAXE052,AMAXE053,AMAXE054,AMAXE055,AMAXE056,AMAXE057
"G5106200","2015-2019","VA",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51620","Franklin city, Virginia",,7786,3514,756,85,281,182,118,20,0,57,13,187,8,67,86,0,0,0,20,6,2571,42,17,0,0,0,132,494,1886,4272,928,22,294,214,169,48,38,8,135,161,0,67,0,0,0,0,40,54,3183,28,10,0,0,6,90,484,2565
"G5106300","2015-2019","VA",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51630","Fredericksburg city, Virginia",,27432,12334,3254,36,654,698,281,348,776,399,62,489,77,145,28,52,12,44,25,106,8591,229,49,0,0,164,565,2234,5350,15098,4778,254,608,862,428,924,1310,213,179,410,48,88,44,71,1,65,61,32,9910,163,0,0,0,128,1015,2214,6390
"G5106400","2015-2019","VA",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51640","Galax city, Virginia",,6330,2982,546,11,157,235,58,34,15,12,24,122,0,50,28,0,0,19,0,25,2314,83,0,9,0,3,23,316,1880,3348,729,26,185,241,80,91,66,9,31,63,15,10,9,6,0,0,23,0,2556,10,0,14,0,54,44,233,2201
"G5106500","2015-2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",,129942,62365,13895,300,2692,4082,2404,800,1525,1258,834,3400,512,658,251,75,546,780,253,325,45070,674,200,42,18,653,4029,9104,30350,67577,13639,414,2753,4027,1999,678,1485,1312,971,4512,316,295,403,58,1199,957,700,584,49426,964,174,34,68,289,3083,8573,36241
"G5106600","2015-2019","VA",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51660","Harrisonburg city, Virginia",,51787,24738,9768,94,1126,1035,549,2922,3487,433,122,901,107,43,73,55,147,332,85,59,14069,422,86,40,0,174,755,3256,9336,27049,11685,186,1198,1008,531,4384,3635,611,132,976,88,51,59,34,222,288,87,147,14388,345,64,0,29,218,998,3038,9696
"G5106700","2015-2019","VA",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51670","Hopewell city, Virginia",,21551,10072,2657,125,989,597,432,193,20,90,211,291,44,33,2,49,0,65,21,77,7124,249,42,0,0,168,408,1471,4786,11479,2539,143,724,705,403,135,128,133,168,297,6,47,0,0,0,99,105,40,8643,195,42,32,0,104,522,1513,6235
"G5106780","2015-2019","VA",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51678","Lexington city, Virginia",,7166,4099,2187,0,39,68,91,785,1093,111,0,693,14,0,0,0,264,158,257,0,1219,0,0,0,0,23,55,68,1073,3067,732,14,123,65,96,156,250,0,28,615,11,0,0,0,312,252,18,22,1720,53,0,0,0,28,26,110,1503
"G5106800","2015-2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",,77557,36117,6432,180,1669,1830,987,459,722,368,217,8113,367,281,292,180,1949,3783,1099,162,21572,368,67,29,21,330,2032,4197,14528,41440,6692,210,1586,1751,983,559,960,258,385,8334,200,226,299,201,2873,3805,445,285,26414,548,42,81,98,314,2351,4772,18208
"G5106830","2015-2019","VA",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51683","Manassas city, Virginia",,39265,19679,4382,85,1294,1173,795,202,444,237,152,918,86,197,282,65,40,56,55,137,14379,562,121,13,60,135,966,2957,9565,19586,4818,263,1314,1261,661,401,452,276,190,746,102,103,185,30,10,152,80,84,14022,437,36,25,0,171,683,2699,9971
"G5106850","2015-2019","VA",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51685","Manassas Park city, Virginia",,16357,8478,2043,27,473,641,467,160,86,165,24,373,145,5,0,0,0,30,7,186,6062,126,54,0,0,54,419,1127,4282,7879,2361,17,686,622,205,99,256,268,208,227,36,7,16,0,48,0,54,66,5291,118,41,21,12,89,298,1072,3640
"G5106900","2015-2019","VA",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51690","Martinsville city, Virginia",,12301,5479,1184,34,248,424,225,102,92,23,36,198,10,113,23,5,8,9,3,27,4097,122,0,0,0,34,250,583,3108,6822,1283,153,308,406,213,8,42,114,39,139,7,48,12,0,15,0,57,0,5400,169,26,0,0,25,391,683,4106
"G5107000","2015-2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",,171567,82472,19311,721,5255,4890,2805,1346,2052,1303,939,3139,180,336,537,283,308,288,753,454,60022,1482,236,139,94,1498,5674,13118,37781,89095,22351,859,5551,4397,2779,2082,2957,2310,1416,3050,484,419,245,230,154,296,512,710,63694,1285,257,50,83,824,4048,12514,44633
"G5107100","2015-2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",,234896,122549,28417,1041,5494,5532,2900,2823,5703,3228,1696,3853,389,812,613,251,125,361,717,585,90279,1584,369,150,181,2329,15479,22272,47915,112347,27966,1198,5364,5562,2843,2785,5124,3261,1829,4256,625,753,565,241,213,468,672,719,80125,1536,314,59,123,1040,7117,17255,52681
"G5107200","2015-2019","VA",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51720","Norton city, Virginia",,3803,1726,423,29,30,183,71,10,29,21,50,23,0,0,0,0,0,0,23,0,1280,46,28,0,0,21,118,127,940,2077,405,51,162,67,44,15,0,33,33,6,0,0,0,0,0,6,0,0,1666,63,0,0,0,10,73,326,1194
"G5107300","2015-2019","VA",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51730","Petersburg city, Virginia",,29981,13468,2671,136,814,782,466,92,137,147,97,311,34,72,22,6,25,72,25,55,10486,149,13,67,0,141,924,2108,7084,16513,3110,93,894,540,431,184,317,373,278,388,37,88,30,75,0,46,16,96,13015,453,47,72,0,114,872,2330,9127
"G5107350","2015-2019","VA",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51735","Poquoson city, Virginia",,11703,5828,1519,49,248,350,364,211,47,132,118,147,20,61,11,0,0,31,24,0,4162,28,38,29,27,17,208,450,3365,5875,1407,9,312,436,181,67,155,183,64,113,8,35,13,0,0,26,31,0,4355,53,0,9,0,0,200,394,3699
"G5107400","2015-2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",,90757,43578,9117,367,2724,2530,1448,493,548,668,339,1635,227,384,230,87,70,173,280,184,32826,984,59,10,102,463,3133,6873,21202,47179,10184,415,2751,2533,1351,468,989,796,881,1793,134,306,252,232,54,132,254,429,35202,642,98,54,17,490,2197,6787,24917
"G5107500","2015-2019","VA",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51750","Radford city, Virginia",,17275,8155,4098,0,265,241,187,1186,1917,271,31,132,6,3,17,0,69,12,21,4,3925,64,0,0,0,14,246,706,2895,9120,4312,17,296,150,125,1498,2028,111,87,161,33,34,0,0,16,69,0,9,4647,16,0,0,0,56,510,789,3276
"G5107600","2015-2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",,218356,102909,20945,732,4226,4249,2121,2510,3576,2326,1205,4866,352,776,818,389,761,776,338,656,77098,1231,395,156,170,626,4939,20898,48683,115447,24542,701,4777,3695,2373,3496,4827,3104,1569,5330,589,609,888,287,1079,623,844,411,85575,1481,360,224,91,389,5185,21094,56751
"G5107700","2015-2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",,95308,45295,9045,492,2758,2557,1440,400,584,402,412,1177,100,334,206,95,83,60,117,182,35073,775,105,56,26,558,2036,6882,24635,50013,8929,343,2721,2096,1432,445,557,697,638,1846,280,327,424,124,112,247,145,187,39238,872,77,134,6,191,2294,7092,28572
"G5107750","2015-2019","VA",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51775","Salem city, Virginia",,24691,11467,2045,102,531,543,418,79,106,171,95,1032,51,70,11,17,415,388,36,44,8390,93,61,17,27,104,459,1326,6303,13224,2726,77,888,519,386,188,481,94,93,1013,102,73,32,24,429,306,18,29,9485,84,44,10,38,28,382,1281,7618
"G5107900","2015-2019","VA",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51790","Staunton city, Virginia",,23547,10704,1596,19,501,511,305,129,27,50,54,486,11,68,186,44,61,72,17,27,8622,230,48,22,0,19,466,1458,6379,12843,1777,20,500,409,345,99,232,107,65,780,23,57,65,64,244,204,57,66,10286,262,55,0,0,52,553,1494,7870
"G5108000","2015-2019","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",,86541,41627,9755,419,2710,2467,1562,715,598,640,644,1905,237,417,446,276,58,77,146,248,29967,462,150,65,42,368,1936,5115,21829,44914,9441,359,2209,2667,1594,640,677,554,741,2309,277,480,467,140,61,164,325,395,33164,653,163,71,18,222,1702,5402,24933
"G5108100","2015-2019","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",,432654,212187,45422,1053,10763,13192,7783,2370,3675,3529,3057,11581,1914,2060,1526,585,1018,1316,1477,1685,155184,2449,696,113,123,2116,12527,33119,104041,220467,46581,1043,11603,11350,7383,2544,4660,4780,3218,10740,1905,1826,1467,496,787,1336,1358,1565,163146,2665,526,147,102,1381,9095,30177,119053
"G5108200","2015-2019","VA",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51820","Waynesboro city, Virginia",,21292,10255,2293,136,734,782,352,38,138,23,90,386,17,39,45,90,104,5,71,15,7576,127,32,0,0,9,431,1524,5453,11037,2007,67,720,557,188,24,153,139,159,356,36,69,26,36,0,65,82,42,8674,179,65,13,0,341,342,1395,6339
"G5108300","2015-2019","VA",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51830","Williamsburg city, Virginia",,14608,6709,3053,78,170,98,147,1110,1217,145,88,262,43,32,61,29,11,20,64,2,3394,15,54,0,0,0,172,587,2566,7899,3748,15,187,81,104,1464,1661,103,133,135,0,32,41,5,0,28,20,9,4016,45,0,0,0,4,245,880,2842
"G5108400","2015-2019","VA",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51840","Winchester city, Virginia",,26685,12965,2348,112,612,655,498,274,99,0,98,1159,57,240,152,8,266,200,157,79,9458,157,88,20,18,43,592,1587,6953,13720,2448,40,749,617,502,178,83,101,178,1316,76,193,162,4,257,297,206,121,9956,218,0,0,8,170,504,1653,7403
"G5300010","2015-2019","WA",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53001","Adams County, Washington",,18392,9312,2945,139,990,1006,482,125,153,44,6,81,0,23,18,7,2,4,23,4,6286,151,46,0,15,174,618,1241,4041,9080,2547,134,876,820,473,107,36,44,57,177,7,25,60,0,0,10,42,33,6356,288,9,90,34,115,642,1109,4069
"G5300030","2015-2019","WA",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53003","Asotin County, Washington",,21781,10546,1868,61,369,769,362,74,69,59,105,162,50,34,22,36,0,0,0,20,8516,167,3,0,11,144,522,1202,6467,11235,2239,69,562,783,334,111,128,67,185,218,18,85,39,5,9,26,7,29,8778,114,25,8,10,113,435,1127,6946
"G5300050","2015-2019","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",,189483,94882,22629,578,6766,6638,4157,1461,1442,889,698,3179,487,946,675,239,55,103,287,387,69074,2126,277,155,58,928,4713,12555,48262,94601,22206,384,6477,6122,4034,1452,1327,1248,1162,3147,531,883,677,206,86,177,194,393,69248,1924,377,53,73,652,4284,11695,50190
"G5300070","2015-2019","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",,73697,36888,7995,239,2489,2235,1507,542,404,278,301,794,59,341,129,91,30,20,43,81,28099,752,172,82,70,247,1964,4542,20270,36809,7621,143,2232,2101,1317,424,682,310,412,1071,121,208,112,54,126,158,101,191,28117,812,213,0,83,266,1365,4066,21312
"G5300090","2015-2019","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",,73467,36071,5633,309,1314,1731,1060,403,333,208,275,825,115,226,131,44,28,83,66,132,29613,412,144,0,32,315,1473,3966,23271,37396,5776,147,1578,1442,1061,383,296,309,560,924,152,232,240,28,20,39,79,134,30696,485,92,19,62,93,1297,3319,25329
"G5300110","2015-2019","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",,456298,224624,49888,1306,13161,15543,9725,3342,2865,1982,1964,6296,1111,1974,1112,592,153,248,491,615,168440,3420,985,427,117,2151,10988,28805,121547,231674,50696,1058,13780,14089,9083,3106,3345,2893,3342,7376,1326,1788,1203,702,361,450,562,984,173602,4017,1008,199,222,1598,9788,27371,129399
"G5300130","2015-2019","WA",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53013","Columbia County, Washington",,3874,1871,361,0,95,138,66,11,13,10,28,18,9,0,9,0,0,0,0,0,1492,9,9,0,0,0,71,122,1281,2003,314,0,95,110,45,14,18,18,14,59,6,21,0,8,0,3,21,0,1630,32,10,0,0,0,40,186,1362
"G5300150","2015-2019","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",,103367,51179,10547,441,2574,3516,2031,719,602,320,344,1416,274,288,389,71,29,153,77,135,39216,842,186,13,20,472,2141,6102,29440,52188,10879,308,2701,3174,2071,505,399,921,800,1611,466,370,182,33,25,129,178,228,39698,693,339,44,19,523,2368,5460,30252
"G5300170","2015-2019","WA",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53017","Douglas County, Washington",,40528,20268,4911,65,1632,1389,913,345,375,72,120,276,26,62,38,1,19,0,118,12,15081,497,114,0,8,164,943,2523,10832,20260,4945,179,1612,1289,908,325,320,137,175,312,63,53,33,14,47,62,5,35,15003,426,109,65,0,77,762,2246,11318
"G5300190","2015-2019","WA",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53019","Ferry County, Washington",,7370,3720,595,32,163,168,109,76,32,11,4,57,0,25,4,7,17,0,4,0,3068,31,10,0,0,43,150,334,2500,3650,546,23,137,188,94,29,31,14,30,106,0,12,12,16,0,0,0,66,2998,17,0,4,0,27,146,285,2519
"G5300210","2015-2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",,87054,44888,12425,205,3717,3938,2084,930,621,502,428,1317,274,298,357,179,10,87,19,93,31146,984,343,12,99,397,2525,6989,19797,42166,12494,404,3649,3888,2131,742,699,511,470,996,267,234,312,27,16,32,20,88,28676,1264,380,122,44,463,2245,6083,18075
"G5300230","2015-2019","WA",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53023","Garfield County, Washington",,2163,1108,273,15,65,82,65,35,2,9,0,8,0,0,8,0,0,0,0,0,827,21,0,0,0,0,10,105,691,1055,243,3,39,36,96,21,4,20,24,27,0,16,6,5,0,0,0,0,785,6,5,0,0,6,0,103,665
"G5300250","2015-2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",,91075,46269,12147,544,3451,3928,2066,742,970,261,185,828,137,313,170,102,19,27,33,27,33294,856,278,40,151,592,2529,6396,22452,44806,11902,387,3396,3642,2084,864,596,476,457,992,163,396,139,30,50,106,48,60,31912,1178,269,48,68,312,2415,5584,22038
"G5300270","2015-2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",,70506,36294,6734,249,1916,2114,1229,387,373,280,186,603,74,99,155,52,2,44,86,91,28957,538,94,6,86,345,1609,4286,21993,34212,6440,139,1869,1887,1173,563,229,323,257,493,112,72,119,12,0,84,43,51,27279,510,100,11,47,234,1261,3499,21617
"G5300290","2015-2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",,80185,39993,6309,143,1570,1806,1180,348,374,495,393,1054,243,374,210,40,25,35,69,58,32630,556,120,7,77,409,2950,5558,22953,40192,6687,209,1390,1960,1041,240,499,706,642,1452,311,353,218,30,24,128,161,227,32053,506,68,29,24,440,1711,4441,24834
"G5300310","2015-2019","WA",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53031","Jefferson County, Washington",,30673,15063,1804,55,400,556,326,114,56,151,146,213,30,64,68,4,8,24,8,7,13046,103,52,0,2,80,487,1329,10993,15610,1395,49,413,307,285,37,117,139,48,537,56,227,100,25,5,28,12,84,13678,39,130,3,0,144,346,1100,11916
"G5300330","2015-2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",,2120111,1062026,205706,5291,52670,52209,31231,15589,22975,16186,9555,45086,9207,10086,7601,4162,2581,4509,3801,3139,811234,12427,3362,739,782,5758,40520,185332,562314,1058085,203955,5076,50125,49987,30148,15763,22177,17845,12834,50318,9407,10670,7563,4002,3519,5496,5357,4304,803812,11528,2963,650,817,4148,37285,166998,579423
"G5300350","2015-2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",,256953,131228,26032,878,6809,6763,4331,1578,1690,2316,1667,3698,881,846,678,238,106,130,324,495,101498,1406,262,30,124,1466,10832,18293,69085,125725,24357,824,5821,6899,4104,1567,1899,1641,1602,3798,618,944,646,220,60,317,310,683,97570,1817,432,25,125,861,5910,15456,72944
"G5300370","2015-2019","WA",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53037","Kittitas County, Washington",,44637,22558,6892,61,986,993,646,1251,2151,640,164,452,130,106,12,18,4,97,20,65,15214,331,143,97,12,103,1362,2310,10856,22079,7071,184,956,907,549,1351,2539,275,310,515,71,112,84,56,21,80,41,50,14493,102,65,20,0,139,1015,2131,11021
"G5300390","2015-2019","WA",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53039","Klickitat County, Washington",,21123,10684,1585,36,412,541,247,129,73,97,50,435,45,157,94,110,14,2,0,13,8664,214,23,0,14,32,409,1015,6957,10439,1451,11,408,436,328,38,128,24,78,564,76,29,239,62,92,0,17,49,8424,111,25,12,0,61,385,964,6866
"G5300410","2015-2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",,75658,37808,7421,378,1874,2156,1492,585,350,263,323,1079,201,361,157,88,33,9,116,114,29308,526,104,37,11,344,1731,4381,22174,37850,7228,242,1712,2245,1361,374,511,272,511,1060,100,202,258,73,63,101,100,163,29562,652,64,11,66,282,1385,4068,23034
"G5300430","2015-2019","WA",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53043","Lincoln County, Washington",,10282,5204,1026,75,253,356,209,91,0,23,19,67,3,32,14,5,2,2,9,0,4111,59,8,0,17,13,206,459,3349,5078,915,12,219,343,188,47,47,23,36,107,23,43,11,10,0,0,9,11,4056,68,1,20,2,43,214,388,3320
"G5300450","2015-2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",,61606,31871,5528,178,1672,1593,974,482,205,203,221,672,107,235,57,107,3,74,20,69,25671,277,148,43,16,238,1718,3756,19475,29735,5169,68,1267,1609,931,403,285,196,410,455,111,66,68,18,8,39,121,24,24111,412,205,41,18,100,1031,2984,19320
"G5300470","2015-2019","WA",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53047","Okanogan County, Washington",,40227,20313,4044,104,1265,1330,751,288,49,145,112,392,24,205,45,42,43,0,12,21,15877,283,26,3,8,99,1138,2131,12189,19914,4020,124,1177,1197,691,205,165,247,214,442,138,120,76,28,0,50,17,13,15452,297,10,27,29,171,809,1958,12151
"G5300490","2015-2019","WA",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53049","Pacific County, Washington",,21110,10565,1642,35,411,561,264,139,184,20,28,147,33,22,31,33,28,0,0,0,8776,90,2,0,57,88,343,915,7281,10545,1608,102,485,402,226,90,143,97,63,222,45,102,10,0,0,13,29,23,8715,35,0,6,0,51,229,897,7497
"G5300510","2015-2019","WA",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53051","Pend Oreille County, Washington",,13014,6598,1028,62,238,337,263,74,27,3,24,171,6,51,86,2,4,0,0,22,5399,79,6,7,2,99,228,582,4396,6416,1058,32,217,297,284,63,30,31,104,197,19,67,34,21,35,0,5,16,5161,44,23,24,0,34,219,554,4263
"G5300530","2015-2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",,841731,419915,90791,3038,25485,24423,14857,5757,6695,5607,4929,14582,1816,3402,2566,1461,1019,1327,1676,1315,314542,7668,2117,413,557,3917,25600,62439,211831,421816,87998,2026,22858,24069,14758,5313,6149,6786,6039,16080,1794,3702,3033,1112,1275,1715,1432,2017,317738,6946,1930,335,466,2955,19871,58208,227027
"G5300550","2015-2019","WA",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53055","San Juan County, Washington",,16513,7964,860,5,204,291,202,74,54,11,19,210,21,47,51,31,21,11,12,16,6894,76,30,20,8,45,209,614,5892,8549,837,12,246,242,175,62,51,3,46,296,37,65,87,19,22,16,22,28,7416,53,18,0,7,55,236,619,6428
"G5300570","2015-2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",,121276,59864,11637,600,3193,3424,2184,729,741,404,362,1597,203,447,352,138,52,73,93,239,46630,859,301,75,33,591,2800,7614,34357,61412,12201,279,2935,3737,2010,984,918,609,729,1470,151,349,413,182,63,68,133,111,47741,1153,173,52,40,239,2539,6918,36627
"G5300590","2015-2019","WA",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53059","Skamania County, Washington",,11487,5721,1002,6,328,287,191,46,71,36,37,77,19,9,25,15,5,0,0,4,4642,85,22,0,12,53,185,530,3755,5766,1053,25,211,388,184,66,30,67,82,63,4,12,2,0,3,0,26,16,4650,104,25,0,21,33,215,494,3758
"G5300610","2015-2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",,768621,385059,79748,2044,19517,23900,13762,5143,6069,5120,4193,13662,2891,3664,2354,1042,331,710,1283,1387,291649,5644,1859,477,538,3091,17547,54092,208401,383562,78116,1600,19069,21933,13262,5147,6397,5455,5253,15041,3059,3582,2428,1015,682,1394,1250,1631,290405,5295,1501,605,445,1878,14547,51149,214985
"G5300630","2015-2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",,488052,241718,52994,1840,13184,14542,8657,3371,5055,4062,2283,10151,1106,1745,1553,743,1639,1649,1102,614,178573,3939,784,334,415,1829,11052,33400,126820,246334,50054,1254,10808,14399,7952,3272,5538,4068,2763,11622,1270,2216,1634,851,1876,1817,918,1040,184658,3936,1123,326,264,1520,9514,31763,136212
"G5300650","2015-2019","WA",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53065","Stevens County, Washington",,43287,21579,3594,86,1122,1025,795,342,73,94,57,870,142,275,191,87,39,52,38,46,17115,371,148,7,63,99,967,1877,13583,21708,3804,125,992,1274,751,225,155,151,131,569,39,147,134,51,51,45,53,49,17335,255,108,22,15,125,893,1910,14007
"G5300670","2015-2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",,270657,132376,28079,932,7002,7675,4839,2089,1922,2131,1489,4740,861,1133,685,203,180,436,589,653,99557,2181,611,277,216,871,6203,17569,71629,138281,27049,670,6743,7010,4458,1633,1852,2361,2322,4561,509,1139,640,272,176,690,525,610,106671,2106,680,250,209,1214,5708,17181,79323
"G5300690","2015-2019","WA",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53069","Wahkiakum County, Washington",,4176,1972,214,10,96,86,4,13,0,0,5,85,10,0,0,6,18,29,10,12,1673,16,15,0,13,4,68,115,1442,2204,275,0,73,71,89,14,2,23,3,67,8,10,27,0,9,5,0,8,1862,32,21,22,0,14,95,94,1584
"G5300710","2015-2019","WA",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53071","Walla Walla County, Washington",,58237,29696,5644,180,1273,1559,960,387,515,436,334,2398,68,373,318,136,616,710,134,43,21654,276,180,24,33,276,1562,3802,15501,28541,5926,135,1264,1600,1040,596,494,425,372,2084,196,187,301,71,560,567,80,122,20531,347,83,23,12,75,1512,2749,15730
