GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,AMAXE001,AMAXE002,AMAXE003,AMAXE004,AMAXE005,AMAXE006,AMAXE007,AMAXE008,AMAXE009,AMAXE010,AMAXE011,AMAXE012,AMAXE013,AMAXE014,AMAXE015,AMAXE016,AMAXE017,AMAXE018,AMAXE019,AMAXE020,AMAXE021,AMAXE022,AMAXE023,AMAXE024,AMAXE025,AMAXE026,AMAXE027,AMAXE028,AMAXE029,AMAXE030,AMAXE031,AMAXE032,AMAXE033,AMAXE034,AMAXE035,AMAXE036,AMAXE037,AMAXE038,AMAXE039,AMAXE040,AMAXE041,AMAXE042,AMAXE043,AMAXE044,AMAXE045,AMAXE046,AMAXE047,AMAXE048,AMAXE049,AMAXE050,AMAXE051,AMAXE052,AMAXE053,AMAXE054,AMAXE055,AMAXE056,AMAXE057
"G5300730","2015-2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",,213934,105477,24434,442,4658,5301,3274,2562,5511,1692,994,3965,729,1100,938,289,168,229,317,195,77078,1312,418,95,51,846,5996,13272,55088,108457,26086,463,4645,4828,3167,3513,6286,1897,1287,3448,451,1051,845,334,104,392,153,118,78923,1529,285,36,124,550,5138,12211,59050
"G5300750","2015-2019","WA",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53075","Whitman County, Washington",,47791,24449,11498,82,844,1003,583,2609,4724,1422,231,609,111,217,97,16,19,98,12,39,12342,170,100,16,11,131,1181,2457,8276,23342,11306,68,738,928,467,3449,4215,1166,275,453,75,114,72,34,36,10,14,98,11583,144,66,40,14,185,762,1949,8423
"G5300770","2015-2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",,238032,119027,30989,1024,9560,9916,5470,1646,1844,1030,499,2753,397,481,473,320,217,376,241,248,85285,3131,745,300,301,1679,6586,15502,57041,119005,31390,1073,9462,9388,5423,1735,2061,1139,1109,2934,254,439,485,262,148,499,420,427,84681,2760,487,349,178,1432,5694,14901,58880
"G5400010","2015-2019","WV",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54001","Barbour County, West Virginia",,16090,7893,1499,57,459,391,289,158,129,0,16,234,11,0,53,19,116,32,0,3,6160,101,38,0,34,84,490,851,4562,8197,1499,37,277,556,256,175,157,15,26,271,0,44,24,0,123,57,0,23,6427,104,28,3,8,73,445,859,4907
"G5400030","2015-2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",,111521,55067,11624,452,3298,3640,2025,649,681,374,505,1385,230,230,236,158,77,50,216,188,42058,1158,304,53,111,511,2434,6978,30509,56454,13310,449,3487,3368,2128,505,1081,1252,1040,1449,114,240,305,103,25,181,244,237,41695,936,200,17,80,425,2152,6602,31283
"G5400050","2015-2019","WV",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54005","Boone County, West Virginia",,21858,10885,2112,77,611,582,414,148,156,73,51,227,5,21,98,57,0,42,4,0,8546,243,53,53,2,121,384,1050,6640,10973,2026,4,604,622,389,166,152,34,55,240,17,14,27,16,4,62,49,51,8707,249,93,11,43,33,301,1022,6955
"G5400070","2015-2019","WV",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54007","Braxton County, West Virginia",,13858,7025,1136,12,388,352,222,73,69,20,0,78,3,7,49,17,0,0,0,2,5811,216,19,0,5,58,297,844,4372,6833,1199,26,324,348,199,182,59,49,12,135,0,66,20,39,5,0,5,0,5499,145,8,0,0,20,180,720,4426
"G5400090","2015-2019","WV",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54009","Brooke County, West Virginia",,21887,10806,1746,41,514,533,320,137,51,93,57,746,20,56,51,49,322,206,20,22,8314,143,11,11,0,90,397,1031,6631,11081,2049,59,408,509,320,98,263,206,186,589,37,52,30,43,208,135,12,72,8443,105,23,0,23,35,311,844,7102
"G5400110","2015-2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",,91025,44433,10038,228,2130,2590,1284,1124,1728,596,358,1009,144,176,263,84,77,178,24,63,33386,694,126,17,239,384,2610,5408,23908,46592,11261,250,2164,2122,1287,1450,2763,771,454,784,135,220,102,168,4,63,17,75,34547,516,230,168,36,181,2097,4885,26434
"G5400130","2015-2019","WV",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54013","Calhoun County, West Virginia",,7073,3418,506,9,200,124,74,32,7,0,60,44,0,20,20,0,0,0,4,0,2868,44,16,0,0,39,133,349,2287,3655,714,26,137,334,126,6,26,0,59,56,0,0,12,22,8,14,0,0,2885,51,0,0,0,45,116,315,2358
"G5400150","2015-2019","WV",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54015","Clay County, West Virginia",,8346,4154,780,23,277,297,132,51,0,0,0,28,3,12,13,0,0,0,0,0,3346,46,0,0,0,41,221,438,2600,4192,931,16,231,263,195,107,67,19,33,63,0,0,28,21,0,14,0,0,3198,42,0,0,0,13,158,333,2652
"G5400170","2015-2019","WV",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54017","Doddridge County, West Virginia",,8353,4639,626,3,175,168,155,80,9,28,8,75,0,4,0,10,0,41,4,16,3938,48,30,15,1,144,238,565,2897,3714,706,31,157,116,101,163,5,67,66,66,0,30,25,6,0,5,0,0,2942,39,0,0,21,60,113,269,2440
"G5400190","2015-2019","WV",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54019","Fayette County, West Virginia",,42116,21148,3707,148,917,1183,736,282,260,106,75,627,0,121,163,51,43,97,64,88,16814,317,120,32,17,199,902,2298,12929,20968,3699,263,1269,982,536,245,204,66,134,560,0,45,129,126,75,112,5,68,16709,311,66,0,17,83,639,2211,13382
"G5400210","2015-2019","WV",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54021","Gilmer County, West Virginia",,7808,4567,939,25,203,99,136,102,214,43,117,197,0,10,0,0,33,140,2,12,3431,77,4,0,0,55,165,635,2495,3241,749,0,150,160,48,118,217,9,47,51,0,5,0,0,36,10,0,0,2441,51,7,0,0,111,67,336,1869
"G5400230","2015-2019","WV",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54023","Grant County, West Virginia",,11358,5712,936,50,312,272,188,36,40,7,31,94,0,0,0,13,0,0,51,30,4682,150,0,0,17,99,259,595,3562,5646,1014,10,217,380,175,60,75,31,66,54,0,9,0,0,45,0,0,0,4578,119,12,0,11,70,170,549,3647
"G5400250","2015-2019","WV",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54025","Greenbrier County, West Virginia",,33884,16440,2999,40,718,976,553,217,151,244,100,270,22,43,59,48,10,0,11,77,13171,215,56,28,24,118,786,1682,10262,17444,2863,44,701,1044,589,153,88,140,104,386,11,128,71,37,21,22,28,68,14195,215,19,0,0,95,695,1821,11350
"G5400270","2015-2019","WV",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54027","Hampshire County, West Virginia",,22608,11493,1892,36,672,553,431,42,38,87,33,132,0,50,49,12,0,6,15,0,9469,120,25,13,3,192,619,1073,7424,11115,1894,83,506,462,384,149,160,113,37,215,0,12,69,41,1,2,69,21,9006,170,78,6,0,59,433,1010,7250
"G5400290","2015-2019","WV",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54029","Hancock County, West Virginia",,28712,13826,2548,205,585,920,398,150,151,75,64,217,23,42,0,55,28,49,20,0,11061,135,57,7,50,101,582,1400,8729,14886,2566,115,656,714,517,158,167,139,100,255,9,111,52,10,25,10,12,26,12065,245,0,8,31,53,531,1281,9916
"G5400310","2015-2019","WV",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54031","Hardy County, West Virginia",,13414,6984,1357,146,470,338,272,75,32,24,0,50,5,45,0,0,0,0,0,0,5577,132,0,9,2,44,288,647,4455,6430,1108,71,401,287,253,18,47,19,12,91,0,0,16,0,22,0,0,53,5231,1,0,0,0,57,279,675,4219
"G5400330","2015-2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,65878,32119,6120,259,1671,2161,1121,326,272,180,130,663,99,176,46,53,133,34,49,73,25336,596,135,20,90,260,1506,3767,18962,33759,6352,119,1562,2058,1168,388,633,148,276,670,117,139,58,57,27,170,41,61,26737,667,117,26,1,277,1062,3895,20692
"G5400350","2015-2019","WV",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54035","Jackson County, West Virginia",,27961,13844,2539,70,908,695,473,153,165,8,67,261,42,28,49,38,47,16,41,0,11044,209,137,43,88,92,595,1598,8282,14117,2455,54,805,669,418,188,132,137,52,171,27,42,28,38,16,0,0,20,11491,206,38,107,63,124,566,1408,8979
"G5400370","2015-2019","WV",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54037","Jefferson County, West Virginia",,54519,26839,5744,174,1335,1564,1000,599,628,177,267,1092,83,231,394,132,24,87,71,70,20003,264,188,33,33,172,928,2712,15673,27680,6030,90,1404,1504,1011,490,726,341,464,1208,161,246,341,98,41,87,79,155,20442,345,61,8,0,191,725,2872,16240
"G5400390","2015-2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",,176758,85102,15802,459,4851,4164,2969,1006,995,796,562,2041,198,584,336,162,189,205,185,182,67259,1067,306,135,100,806,3882,10209,50754,91656,16373,284,4397,4672,2918,908,990,1498,706,2316,71,361,455,189,260,284,409,287,72967,1307,202,104,60,574,3729,9376,57615
"G5400410","2015-2019","WV",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54041","Lewis County, West Virginia",,15564,7785,1431,47,390,501,242,120,51,71,9,106,0,38,16,26,16,0,0,10,6248,138,17,0,11,34,389,860,4799,7779,1360,15,353,542,243,68,71,36,32,109,9,15,25,18,0,42,0,0,6310,180,0,0,0,52,292,880,4906
"G5400430","2015-2019","WV",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54043","Lincoln County, West Virginia",,20271,10051,1891,14,709,598,387,100,34,20,29,93,0,54,3,0,16,3,0,17,8067,256,65,11,13,89,471,1110,6052,10220,1837,49,566,652,312,62,96,52,48,132,15,13,0,47,0,16,10,31,8251,284,10,46,9,22,511,1021,6348
"G5400450","2015-2019","WV",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54045","Logan County, West Virginia",,32093,15873,2968,89,771,1067,565,172,85,191,28,132,36,22,40,14,18,0,0,2,12773,238,18,14,18,122,818,1793,9752,16220,2872,124,590,1051,527,152,199,177,52,265,12,42,79,43,12,10,38,29,13083,320,16,32,0,116,595,1541,10463
"G5400470","2015-2019","WV",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54047","McDowell County, West Virginia",,17903,9204,1608,0,503,587,306,66,99,3,44,75,0,11,16,21,0,0,27,0,7521,167,0,18,21,91,381,1136,5707,8699,1409,34,548,399,284,37,34,41,32,121,0,0,24,11,26,19,41,0,7169,68,26,14,12,72,345,829,5803
"G5400490","2015-2019","WV",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54049","Marion County, West Virginia",,54456,26792,5882,172,1498,1342,907,763,824,216,160,417,58,173,75,45,28,31,1,6,20493,513,51,1,52,166,1489,3023,15198,27664,5833,211,1283,1502,779,620,931,233,274,430,78,83,61,41,32,50,50,35,21401,315,98,0,52,152,1296,3032,16456
"G5400510","2015-2019","WV",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54051","Marshall County, West Virginia",,30475,15034,2398,114,723,804,447,95,96,58,61,279,15,27,25,64,62,48,0,38,12357,210,152,0,20,145,689,1725,9416,15441,2768,136,586,1056,477,254,165,59,35,265,10,43,32,37,3,43,13,84,12408,272,7,18,22,25,557,1552,9955
"G5400530","2015-2019","WV",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54053","Mason County, West Virginia",,26047,12632,2481,148,703,749,557,123,139,34,28,69,0,20,15,0,5,0,29,0,10082,298,123,71,1,124,539,1277,7649,13415,2339,18,705,648,386,195,178,98,111,250,0,80,29,52,4,14,29,42,10826,251,44,48,15,35,458,1442,8533
"G5400550","2015-2019","WV",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54055","Mercer County, West Virginia",,58197,27581,5466,247,1917,1278,939,429,463,133,60,464,8,70,59,63,16,129,66,53,21651,671,29,68,17,234,1299,3193,16140,30616,5991,228,1618,1414,1034,424,650,338,285,598,0,145,41,27,81,134,98,72,24027,550,137,0,14,253,1015,3146,18912
"G5400570","2015-2019","WV",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54057","Mineral County, West Virginia",,26386,13161,2702,80,592,879,575,370,109,73,24,219,0,66,83,55,15,0,0,0,10240,151,0,0,0,78,710,1510,7791,13225,2474,111,598,690,380,234,191,175,95,153,20,17,18,55,18,0,17,8,10598,223,78,5,13,68,535,1240,8436
"G5400590","2015-2019","WV",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54059","Mingo County, West Virginia",,23493,11370,2419,119,611,860,547,151,86,38,7,103,0,31,36,27,0,4,0,5,8848,135,14,0,0,70,558,1242,6829,12123,2410,163,537,786,388,132,63,187,154,202,17,14,29,50,5,26,26,35,9511,223,23,14,0,58,468,1263,7462
"G5400610","2015-2019","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",,102454,52980,17291,368,1689,2453,1338,2855,6013,2036,539,1227,251,229,220,74,74,149,161,69,34462,704,152,23,8,222,2762,7513,23078,49474,16206,225,2113,2025,1117,2577,5893,1662,594,1215,242,211,129,118,43,267,72,133,32053,479,72,21,5,143,1637,6378,23318
"G5400630","2015-2019","WV",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54063","Monroe County, West Virginia",,13048,6410,934,19,301,330,161,85,17,8,13,247,0,24,82,108,27,0,0,6,5229,50,24,0,0,38,256,686,4175,6638,1132,19,328,369,223,51,31,83,28,39,0,13,0,0,0,0,0,26,5467,173,48,0,0,49,250,612,4335
"G5400650","2015-2019","WV",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54065","Morgan County, West Virginia",,17344,8623,1394,84,365,432,305,120,51,16,21,164,9,22,74,21,9,7,22,0,7065,140,0,13,0,210,279,816,5607,8721,1453,0,363,471,293,170,74,46,36,369,105,13,45,20,24,0,29,133,6899,100,0,29,0,0,283,820,5667
"G5400670","2015-2019","WV",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54067","Nicholas County, West Virginia",,24222,11978,2289,105,778,648,417,95,172,42,32,144,0,42,61,0,0,32,0,9,9545,153,9,1,7,129,421,1306,7519,12244,2159,57,609,581,390,125,129,156,112,309,0,130,102,26,24,18,3,6,9776,109,28,0,0,41,486,1221,7891
"G5400690","2015-2019","WV",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54069","Ohio County, West Virginia",,40930,19732,3405,86,624,1003,590,291,632,106,73,740,73,190,54,82,76,179,57,29,15587,391,269,109,11,285,665,2284,11573,21198,4046,143,826,834,644,619,604,211,165,1068,37,102,289,89,100,329,78,44,16084,230,67,97,11,31,518,1997,13133
"G5400710","2015-2019","WV",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54071","Pendleton County, West Virginia",,6828,3504,536,32,140,197,140,5,22,0,0,33,0,0,7,26,0,0,0,0,2935,56,8,0,0,33,180,316,2342,3324,445,17,145,179,60,18,4,15,7,75,0,33,9,14,0,6,13,0,2804,37,0,6,0,4,173,274,2310
"G5400730","2015-2019","WV",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54073","Pleasants County, West Virginia",,7304,3971,803,11,139,202,187,81,96,26,61,60,0,14,27,0,0,11,0,8,3108,95,0,13,8,6,171,487,2328,3333,540,20,154,156,144,22,15,7,22,77,0,17,9,29,0,6,0,16,2716,35,21,0,0,35,159,331,2135
"G5400750","2015-2019","WV",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54075","Pocahontas County, West Virginia",,8194,4197,581,31,93,267,135,13,25,10,7,41,0,14,6,0,0,6,5,10,3575,34,15,0,0,39,197,485,2805,3997,745,24,196,197,104,96,50,57,21,47,10,16,6,3,0,0,12,0,3205,50,0,0,5,18,81,348,2703
"G5400770","2015-2019","WV",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54077","Preston County, West Virginia",,32593,16663,2860,109,1028,772,469,112,122,103,145,196,0,66,32,49,0,0,0,49,13607,155,32,0,15,185,826,2330,10064,15930,2908,135,915,734,541,140,117,206,120,223,2,14,32,15,42,16,29,73,12799,251,54,0,0,94,711,1787,9902
"G5400790","2015-2019","WV",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54079","Putnam County, West Virginia",,54537,26905,5660,116,1490,1757,1173,429,264,215,216,896,51,205,158,66,61,172,61,122,20349,421,132,54,0,121,994,3006,15621,27632,5327,201,1469,1524,971,290,394,230,248,841,16,175,200,114,45,99,72,120,21464,196,50,69,68,177,869,2993,17042
"G5400810","2015-2019","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,72848,36326,6290,184,1818,2133,1056,343,308,197,251,826,81,158,234,137,67,21,57,71,29210,546,105,140,139,352,2007,4386,21535,36522,7051,259,2032,1914,1120,453,588,486,199,989,149,99,213,67,51,224,30,156,28482,386,188,82,34,143,1131,3835,22683
"G5400830","2015-2019","WV",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54083","Randolph County, West Virginia",,28057,14453,2256,82,804,645,374,163,61,46,81,287,0,0,32,45,8,144,43,15,11910,274,29,24,98,203,693,1891,8698,13604,2193,59,866,508,360,158,123,82,37,468,16,53,58,64,141,108,5,23,10943,191,32,34,19,82,546,1492,8547
"G5400850","2015-2019","WV",,,"West Virginia","54","Ritchie County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54085","Ritchie County, West Virginia",,9600,4801,809,60,129,374,161,44,31,1,9,70,0,19,32,0,19,0,0,0,3922,77,17,26,19,22,204,475,3082,4799,663,4,234,173,153,24,26,22,27,157,0,72,37,9,3,16,0,20,3979,79,25,10,0,50,252,446,3117
"G5400870","2015-2019","WV",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54087","Roane County, West Virginia",,13647,6709,1308,58,304,503,243,78,58,16,48,58,0,0,41,6,11,0,0,0,5343,50,29,0,26,54,276,684,4224,6938,1360,49,368,399,257,107,35,77,68,149,11,6,57,38,12,16,8,1,5429,130,24,16,7,36,224,590,4402
"G5400890","2015-2019","WV",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54089","Summers County, West Virginia",,12585,5755,1048,16,219,374,206,45,78,10,100,54,21,32,0,0,0,0,1,0,4653,42,0,8,21,18,248,511,3805,6830,906,66,197,249,198,44,33,27,92,213,0,90,69,0,0,0,30,24,5711,75,11,0,0,50,209,784,4582
"G5400910","2015-2019","WV",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54091","Taylor County, West Virginia",,16355,8198,1297,62,314,447,267,131,16,18,42,341,0,69,136,23,5,87,21,0,6560,84,50,0,0,18,302,1054,5052,8157,1417,43,326,450,266,46,198,23,65,245,55,94,54,7,0,6,29,0,6495,131,18,0,19,0,247,926,5154
"G5400930","2015-2019","WV",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54093","Tucker County, West Virginia",,6815,3433,438,14,77,162,114,39,25,3,4,53,4,0,24,17,4,0,0,4,2942,71,0,5,20,48,141,358,2299,3382,423,15,118,152,90,11,35,2,0,110,6,15,0,3,22,32,22,10,2849,39,7,0,0,6,121,335,2341
"G5400950","2015-2019","WV",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54095","Tyler County, West Virginia",,8548,4239,713,12,239,222,150,25,14,25,26,31,0,13,5,0,8,0,0,5,3495,81,2,0,11,66,187,418,2730,4309,819,54,201,279,145,46,69,20,5,36,0,7,4,3,16,0,0,6,3454,37,2,0,5,34,163,405,2808
"G5400970","2015-2019","WV",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54097","Upshur County, West Virginia",,23678,11747,2064,105,577,791,393,88,78,10,22,705,0,24,7,55,281,293,31,14,8978,141,18,1,20,128,584,1293,6793,11931,2002,44,776,595,352,71,7,113,44,598,0,17,26,27,262,235,13,18,9331,219,11,0,17,60,755,1214,7055
"G5400990","2015-2019","WV",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54099","Wayne County, West Virginia",,39031,18891,3498,48,922,1175,675,212,170,164,132,296,12,79,77,20,53,4,37,14,15097,258,75,49,93,155,977,1929,11561,20140,3984,90,962,829,740,245,608,288,222,382,18,103,224,3,0,6,7,21,15774,377,143,143,33,146,427,1923,12582
"G5401010","2015-2019","WV",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54101","Webster County, West Virginia",,8192,4113,702,6,134,351,145,19,39,8,0,51,0,6,0,0,6,0,39,0,3360,148,0,0,0,58,173,368,2613,4079,776,18,288,148,166,41,25,32,58,9,0,9,0,0,0,0,0,0,3294,48,24,0,0,21,169,365,2667
"G5401030","2015-2019","WV",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54103","Wetzel County, West Virginia",,14981,7237,1300,38,322,464,302,86,32,5,51,22,0,0,6,0,0,11,5,0,5915,121,39,8,2,84,375,784,4502,7744,1474,87,352,579,231,58,91,55,21,62,8,6,19,0,0,16,13,0,6208,67,23,7,50,82,310,694,4975
"G5401050","2015-2019","WV",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54105","Wirt County, West Virginia",,5612,2878,609,20,164,211,128,34,9,0,43,17,0,0,0,10,0,7,0,0,2252,31,21,0,0,43,59,342,1756,2734,395,27,111,134,76,0,11,0,36,84,0,0,70,0,11,0,0,3,2255,28,19,0,0,67,92,306,1743
"G5401070","2015-2019","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",,81867,39432,7426,261,1911,2494,1449,466,328,220,297,883,66,217,165,94,124,106,71,40,31123,434,157,52,79,366,1862,4394,23779,42435,7827,322,1777,2591,1318,400,545,389,485,1258,178,307,124,130,212,170,39,98,33350,481,53,133,54,227,1642,4414,26346
"G5401090","2015-2019","WV",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54109","Wyoming County, West Virginia",,20737,10187,1941,90,404,804,452,116,22,40,13,10,0,0,0,0,0,0,0,10,8236,179,11,50,21,103,497,1049,6326,10550,1903,98,618,537,329,132,131,13,45,57,0,0,15,19,0,3,0,20,8590,165,24,0,68,57,366,1077,6833
"G5500010","2015-2019","WI",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55001","Adams County, Wisconsin",,19739,10592,1408,53,368,445,269,80,46,78,69,144,10,17,46,8,0,0,3,60,9040,67,29,0,2,67,408,1008,7459,9147,1294,33,313,437,234,91,67,25,94,101,13,28,10,19,5,3,4,19,7752,120,12,27,3,41,262,646,6641
"G5500030","2015-2019","WI",,,"Wisconsin","55","Ashland County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55003","Ashland County, Wisconsin",,15136,7675,1614,41,435,487,338,159,58,70,26,352,30,71,24,2,9,208,6,2,5709,134,24,11,19,66,283,770,4402,7461,1427,43,368,497,217,136,51,66,49,358,50,43,34,20,30,132,20,29,5676,61,14,19,6,100,256,652,4568
"G5500050","2015-2019","WI",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55005","Barron County, Wisconsin",,43593,21758,4073,97,1201,1367,727,284,187,53,157,384,39,80,176,55,5,8,12,9,17301,293,88,43,54,202,965,2382,13274,21835,3822,114,1057,1197,624,226,196,223,185,662,34,206,223,71,35,27,23,43,17351,223,50,48,89,126,915,2232,13668
