GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,BTBGA,ALW1E001
"G2001310","2015-2019","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131","Nemaha County, Kansas",,,63216
"G2001330","2015-2019","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133","Neosho County, Kansas",,,46291
"G2001350","2015-2019","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135","Ness County, Kansas",,,56492
"G2001370","2015-2019","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137","Norton County, Kansas",,,49038
"G2001390","2015-2019","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139","Osage County, Kansas",,,54090
"G2001410","2015-2019","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141","Osborne County, Kansas",,,51286
"G2001430","2015-2019","KS",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20143","Ottawa County, Kansas",,,54784
"G2001450","2015-2019","KS",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20145","Pawnee County, Kansas",,,49917
"G2001470","2015-2019","KS",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20147","Phillips County, Kansas",,,50093
"G2001490","2015-2019","KS",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20149","Pottawatomie County, Kansas",,,66835
"G2001510","2015-2019","KS",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20151","Pratt County, Kansas",,,52327
"G2001530","2015-2019","KS",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20153","Rawlins County, Kansas",,,53207
"G2001550","2015-2019","KS",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20155","Reno County, Kansas",,,49936
"G2001570","2015-2019","KS",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20157","Republic County, Kansas",,,47976
"G2001590","2015-2019","KS",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20159","Rice County, Kansas",,,53012
"G2001610","2015-2019","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",,,51208
"G2001630","2015-2019","KS",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20163","Rooks County, Kansas",,,49415
"G2001650","2015-2019","KS",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20165","Rush County, Kansas",,,47981
"G2001670","2015-2019","KS",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20167","Russell County, Kansas",,,44792
"G2001690","2015-2019","KS",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20169","Saline County, Kansas",,,52200
"G2001710","2015-2019","KS",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20171","Scott County, Kansas",,,65417
"G2001730","2015-2019","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",,,56524
"G2001750","2015-2019","KS",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20175","Seward County, Kansas",,,49291
"G2001770","2015-2019","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",,,56762
"G2001790","2015-2019","KS",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20179","Sheridan County, Kansas",,,62885
"G2001810","2015-2019","KS",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20181","Sherman County, Kansas",,,54754
"G2001830","2015-2019","KS",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20183","Smith County, Kansas",,,43429
"G2001850","2015-2019","KS",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20185","Stafford County, Kansas",,,49375
"G2001870","2015-2019","KS",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20187","Stanton County, Kansas",,,52054
"G2001890","2015-2019","KS",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20189","Stevens County, Kansas",,,57806
"G2001910","2015-2019","KS",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20191","Sumner County, Kansas",,,55000
"G2001930","2015-2019","KS",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20193","Thomas County, Kansas",,,60124
"G2001950","2015-2019","KS",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20195","Trego County, Kansas",,,57966
"G2001970","2015-2019","KS",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20197","Wabaunsee County, Kansas",,,61178
"G2001990","2015-2019","KS",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20199","Wallace County, Kansas",,,63269
"G2002010","2015-2019","KS",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20201","Washington County, Kansas",,,50588
"G2002030","2015-2019","KS",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20203","Wichita County, Kansas",,,57978
"G2002050","2015-2019","KS",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20205","Wilson County, Kansas",,,48341
"G2002070","2015-2019","KS",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20207","Woodson County, Kansas",,,39643
"G2002090","2015-2019","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",,,46881
"G2100010","2015-2019","KY",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21001","Adair County, Kentucky",,,38021
"G2100030","2015-2019","KY",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21003","Allen County, Kentucky",,,44036
"G2100050","2015-2019","KY",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21005","Anderson County, Kentucky",,,55334
"G2100070","2015-2019","KY",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21007","Ballard County, Kentucky",,,45048
"G2100090","2015-2019","KY",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21009","Barren County, Kentucky",,,41459
"G2100110","2015-2019","KY",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21011","Bath County, Kentucky",,,44898
"G2100130","2015-2019","KY",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21013","Bell County, Kentucky",,,26272
"G2100150","2015-2019","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",,,78327
"G2100170","2015-2019","KY",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21017","Bourbon County, Kentucky",,,49637
"G2100190","2015-2019","KY",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21019","Boyd County, Kentucky",,,48308
"G2100210","2015-2019","KY",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21021","Boyle County, Kentucky",,,46382
"G2100230","2015-2019","KY",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21023","Bracken County, Kentucky",,,49158
"G2100250","2015-2019","KY",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21025","Breathitt County, Kentucky",,,27344
"G2100270","2015-2019","KY",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21027","Breckinridge County, Kentucky",,,47190
"G2100290","2015-2019","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,63348
"G2100310","2015-2019","KY",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21031","Butler County, Kentucky",,,41763
"G2100330","2015-2019","KY",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21033","Caldwell County, Kentucky",,,44775
"G2100350","2015-2019","KY",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21035","Calloway County, Kentucky",,,42273
"G2100370","2015-2019","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",,,63050
"G2100390","2015-2019","KY",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21039","Carlisle County, Kentucky",,,45109
"G2100410","2015-2019","KY",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21041","Carroll County, Kentucky",,,43524
"G2100430","2015-2019","KY",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21043","Carter County, Kentucky",,,34736
"G2100450","2015-2019","KY",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21045","Casey County, Kentucky",,,34819
"G2100470","2015-2019","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",,,43919
"G2100490","2015-2019","KY",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21049","Clark County, Kentucky",,,54953
"G2100510","2015-2019","KY",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21051","Clay County, Kentucky",,,26840
"G2100530","2015-2019","KY",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21053","Clinton County, Kentucky",,,32184
"G2100550","2015-2019","KY",,,"Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21055","Crittenden County, Kentucky",,,45244
"G2100570","2015-2019","KY",,,"Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21057","Cumberland County, Kentucky",,,35344
"G2100590","2015-2019","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",,,51673
"G2100610","2015-2019","KY",,,"Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21061","Edmonson County, Kentucky",,,43401
"G2100630","2015-2019","KY",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21063","Elliott County, Kentucky",,,32306
"G2100650","2015-2019","KY",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21065","Estill County, Kentucky",,,31688
"G2100670","2015-2019","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",,,57291
"G2100690","2015-2019","KY",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21069","Fleming County, Kentucky",,,44612
"G2100710","2015-2019","KY",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21071","Floyd County, Kentucky",,,32730
"G2100730","2015-2019","KY",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21073","Franklin County, Kentucky",,,56274
"G2100750","2015-2019","KY",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21075","Fulton County, Kentucky",,,30114
"G2100770","2015-2019","KY",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21077","Gallatin County, Kentucky",,,52167
"G2100790","2015-2019","KY",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21079","Garrard County, Kentucky",,,52631
"G2100810","2015-2019","KY",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21081","Grant County, Kentucky",,,48714
"G2100830","2015-2019","KY",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21083","Graves County, Kentucky",,,44043
"G2100850","2015-2019","KY",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21085","Grayson County, Kentucky",,,38612
"G2100870","2015-2019","KY",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21087","Green County, Kentucky",,,35899
"G2100890","2015-2019","KY",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21089","Greenup County, Kentucky",,,51655
"G2100910","2015-2019","KY",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21091","Hancock County, Kentucky",,,57217
"G2100930","2015-2019","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",,,54367
"G2100950","2015-2019","KY",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21095","Harlan County, Kentucky",,,26478
"G2100970","2015-2019","KY",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21097","Harrison County, Kentucky",,,48438
"G2100990","2015-2019","KY",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21099","Hart County, Kentucky",,,38396
"G2101010","2015-2019","KY",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21101","Henderson County, Kentucky",,,48926
"G2101030","2015-2019","KY",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21103","Henry County, Kentucky",,,53926
"G2101050","2015-2019","KY",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21105","Hickman County, Kentucky",,,42929
"G2101070","2015-2019","KY",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21107","Hopkins County, Kentucky",,,47170
"G2101090","2015-2019","KY",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21109","Jackson County, Kentucky",,,32138
"G2101110","2015-2019","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",,,56586
"G2101130","2015-2019","KY",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21113","Jessamine County, Kentucky",,,58245
"G2101150","2015-2019","KY",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21115","Johnson County, Kentucky",,,37055
"G2101170","2015-2019","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",,,64339
"G2101190","2015-2019","KY",,,"Kentucky","21","Knott County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21119","Knott County, Kentucky",,,31198
"G2101210","2015-2019","KY",,,"Kentucky","21","Knox County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21121","Knox County, Kentucky",,,30181
"G2101230","2015-2019","KY",,,"Kentucky","21","Larue County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21123","Larue County, Kentucky",,,47643
"G2101250","2015-2019","KY",,,"Kentucky","21","Laurel County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21125","Laurel County, Kentucky",,,41526
"G2101270","2015-2019","KY",,,"Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21127","Lawrence County, Kentucky",,,32798
"G2101290","2015-2019","KY",,,"Kentucky","21","Lee County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21129","Lee County, Kentucky",,,25275
"G2101310","2015-2019","KY",,,"Kentucky","21","Leslie County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21131","Leslie County, Kentucky",,,31627
"G2101330","2015-2019","KY",,,"Kentucky","21","Letcher County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21133","Letcher County, Kentucky",,,29886
"G2101350","2015-2019","KY",,,"Kentucky","21","Lewis County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21135","Lewis County, Kentucky",,,31147
"G2101370","2015-2019","KY",,,"Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21137","Lincoln County, Kentucky",,,42919
"G2101390","2015-2019","KY",,,"Kentucky","21","Livingston County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21139","Livingston County, Kentucky",,,50839
"G2101410","2015-2019","KY",,,"Kentucky","21","Logan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21141","Logan County, Kentucky",,,48014
"G2101430","2015-2019","KY",,,"Kentucky","21","Lyon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21143","Lyon County, Kentucky",,,52528
"G2101450","2015-2019","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",,,46080
"G2101470","2015-2019","KY",,,"Kentucky","21","McCreary County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21147","McCreary County, Kentucky",,,28105
"G2101490","2015-2019","KY",,,"Kentucky","21","McLean County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21149","McLean County, Kentucky",,,51861
"G2101510","2015-2019","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",,,50060
"G2101530","2015-2019","KY",,,"Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21153","Magoffin County, Kentucky",,,28147
"G2101550","2015-2019","KY",,,"Kentucky","21","Marion County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21155","Marion County, Kentucky",,,40107
"G2101570","2015-2019","KY",,,"Kentucky","21","Marshall County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21157","Marshall County, Kentucky",,,55113
"G2101590","2015-2019","KY",,,"Kentucky","21","Martin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21159","Martin County, Kentucky",,,41013
"G2101610","2015-2019","KY",,,"Kentucky","21","Mason County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21161","Mason County, Kentucky",,,45377
"G2101630","2015-2019","KY",,,"Kentucky","21","Meade County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21163","Meade County, Kentucky",,,56603
"G2101650","2015-2019","KY",,,"Kentucky","21","Menifee County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21165","Menifee County, Kentucky",,,39325
"G2101670","2015-2019","KY",,,"Kentucky","21","Mercer County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21167","Mercer County, Kentucky",,,55093
"G2101690","2015-2019","KY",,,"Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21169","Metcalfe County, Kentucky",,,37386
"G2101710","2015-2019","KY",,,"Kentucky","21","Monroe County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21171","Monroe County, Kentucky",,,34879
"G2101730","2015-2019","KY",,,"Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21173","Montgomery County, Kentucky",,,45516
"G2101750","2015-2019","KY",,,"Kentucky","21","Morgan County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21175","Morgan County, Kentucky",,,36134
"G2101770","2015-2019","KY",,,"Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21177","Muhlenberg County, Kentucky",,,43590
"G2101790","2015-2019","KY",,,"Kentucky","21","Nelson County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21179","Nelson County, Kentucky",,,60127
"G2101810","2015-2019","KY",,,"Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21181","Nicholas County, Kentucky",,,38149
"G2101830","2015-2019","KY",,,"Kentucky","21","Ohio County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21183","Ohio County, Kentucky",,,45564
"G2101850","2015-2019","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",,,99128
"G2101870","2015-2019","KY",,,"Kentucky","21","Owen County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21187","Owen County, Kentucky",,,48801
"G2101890","2015-2019","KY",,,"Kentucky","21","Owsley County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21189","Owsley County, Kentucky",,,30284
"G2101910","2015-2019","KY",,,"Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21191","Pendleton County, Kentucky",,,54375
"G2101930","2015-2019","KY",,,"Kentucky","21","Perry County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21193","Perry County, Kentucky",,,33640
"G2101950","2015-2019","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",,,34856
"G2101970","2015-2019","KY",,,"Kentucky","21","Powell County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21197","Powell County, Kentucky",,,37469
"G2101990","2015-2019","KY",,,"Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21199","Pulaski County, Kentucky",,,39998
"G2102010","2015-2019","KY",,,"Kentucky","21","Robertson County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21201","Robertson County, Kentucky",,,41902
"G2102030","2015-2019","KY",,,"Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21203","Rockcastle County, Kentucky",,,35720
"G2102050","2015-2019","KY",,,"Kentucky","21","Rowan County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21205","Rowan County, Kentucky",,,38230
"G2102070","2015-2019","KY",,,"Kentucky","21","Russell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21207","Russell County, Kentucky",,,38390
"G2102090","2015-2019","KY",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21209","Scott County, Kentucky",,,70817
"G2102110","2015-2019","KY",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21211","Shelby County, Kentucky",,,67056
"G2102130","2015-2019","KY",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21213","Simpson County, Kentucky",,,48623
"G2102150","2015-2019","KY",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21215","Spencer County, Kentucky",,,80166
"G2102170","2015-2019","KY",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21217","Taylor County, Kentucky",,,44522
"G2102190","2015-2019","KY",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21219","Todd County, Kentucky",,,44005
"G2102210","2015-2019","KY",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21221","Trigg County, Kentucky",,,50536
"G2102230","2015-2019","KY",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21223","Trimble County, Kentucky",,,53056
"G2102250","2015-2019","KY",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21225","Union County, Kentucky",,,46673
