GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,BTBGA,ALW1E001
"G3700790","2015-2019","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079","Greene County, North Carolina",,,39837
"G3700810","2015-2019","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",,,53261
"G3700830","2015-2019","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083","Halifax County, North Carolina",,,35502
"G3700850","2015-2019","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",,,53554
"G3700870","2015-2019","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087","Haywood County, North Carolina",,,51659
"G3700890","2015-2019","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",,,55945
"G3700910","2015-2019","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091","Hertford County, North Carolina",,,41028
"G3700930","2015-2019","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093","Hoke County, North Carolina",,,48072
"G3700950","2015-2019","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095","Hyde County, North Carolina",,,39663
"G3700970","2015-2019","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",,,60955
"G3700990","2015-2019","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099","Jackson County, North Carolina",,,47252
"G3701010","2015-2019","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",,,59865
"G3701030","2015-2019","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103","Jones County, North Carolina",,,38158
"G3701050","2015-2019","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105","Lee County, North Carolina",,,49994
"G3701070","2015-2019","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107","Lenoir County, North Carolina",,,39402
"G3701090","2015-2019","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,57536
"G3701110","2015-2019","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111","McDowell County, North Carolina",,,43646
"G3701130","2015-2019","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113","Macon County, North Carolina",,,45507
"G3701150","2015-2019","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115","Madison County, North Carolina",,,45873
"G3701170","2015-2019","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117","Martin County, North Carolina",,,40090
"G3701190","2015-2019","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",,,66641
"G3701210","2015-2019","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121","Mitchell County, North Carolina",,,46103
"G3701230","2015-2019","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123","Montgomery County, North Carolina",,,44146
"G3701250","2015-2019","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",,,59963
"G3701270","2015-2019","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",,,49537
"G3701290","2015-2019","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",,,54891
"G3701310","2015-2019","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131","Northampton County, North Carolina",,,37146
"G3701330","2015-2019","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",,,50278
"G3701350","2015-2019","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",,,71723
"G3701370","2015-2019","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137","Pamlico County, North Carolina",,,46728
"G3701390","2015-2019","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139","Pasquotank County, North Carolina",,,50558
"G3701410","2015-2019","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141","Pender County, North Carolina",,,57240
"G3701430","2015-2019","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143","Perquimans County, North Carolina",,,47162
"G3701450","2015-2019","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145","Person County, North Carolina",,,51020
"G3701470","2015-2019","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",,,47437
"G3701490","2015-2019","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149","Polk County, North Carolina",,,48787
"G3701510","2015-2019","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",,,47288
"G3701530","2015-2019","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153","Richmond County, North Carolina",,,36148
"G3701550","2015-2019","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",,,34976
"G3701570","2015-2019","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",,,43579
"G3701590","2015-2019","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",,,49842
"G3701610","2015-2019","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,42608
"G3701630","2015-2019","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163","Sampson County, North Carolina",,,42151
"G3701650","2015-2019","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165","Scotland County, North Carolina",,,37238
"G3701670","2015-2019","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167","Stanly County, North Carolina",,,52623
"G3701690","2015-2019","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169","Stokes County, North Carolina",,,48054
"G3701710","2015-2019","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",,,43597
"G3701730","2015-2019","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173","Swain County, North Carolina",,,39317
"G3701750","2015-2019","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175","Transylvania County, North Carolina",,,50212
"G3701770","2015-2019","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177","Tyrrell County, North Carolina",,,35300
"G3701790","2015-2019","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",,,80033
"G3701810","2015-2019","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181","Vance County, North Carolina",,,40529
"G3701830","2015-2019","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",,,80591
"G3701850","2015-2019","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185","Warren County, North Carolina",,,36466
"G3701870","2015-2019","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187","Washington County, North Carolina",,,35979
"G3701890","2015-2019","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189","Watauga County, North Carolina",,,47526
"G3701910","2015-2019","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",,,44416
"G3701930","2015-2019","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,44107
"G3701950","2015-2019","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",,,43877
"G3701970","2015-2019","NC",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37197","Yadkin County, North Carolina",,,44682
"G3701990","2015-2019","NC",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37199","Yancey County, North Carolina",,,42222
"G3800010","2015-2019","ND",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38001","Adams County, North Dakota",,,56681
"G3800030","2015-2019","ND",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38003","Barnes County, North Dakota",,,58365
"G3800050","2015-2019","ND",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38005","Benson County, North Dakota",,,47667
"G3800070","2015-2019","ND",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38007","Billings County, North Dakota",,,75208
"G3800090","2015-2019","ND",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38009","Bottineau County, North Dakota",,,60381
"G3800110","2015-2019","ND",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38011","Bowman County, North Dakota",,,62442
"G3800130","2015-2019","ND",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38013","Burke County, North Dakota",,,77232
"G3800150","2015-2019","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",,,71524
"G3800170","2015-2019","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",,,64482
"G3800190","2015-2019","ND",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38019","Cavalier County, North Dakota",,,64798
"G3800210","2015-2019","ND",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38021","Dickey County, North Dakota",,,65492
"G3800230","2015-2019","ND",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38023","Divide County, North Dakota",,,62865
"G3800250","2015-2019","ND",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38025","Dunn County, North Dakota",,,76719
"G3800270","2015-2019","ND",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38027","Eddy County, North Dakota",,,54868
"G3800290","2015-2019","ND",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38029","Emmons County, North Dakota",,,55902
"G3800310","2015-2019","ND",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38031","Foster County, North Dakota",,,61425
"G3800330","2015-2019","ND",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38033","Golden Valley County, North Dakota",,,58690
"G3800350","2015-2019","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",,,54051
"G3800370","2015-2019","ND",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38037","Grant County, North Dakota",,,50938
"G3800390","2015-2019","ND",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38039","Griggs County, North Dakota",,,53565
"G3800410","2015-2019","ND",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38041","Hettinger County, North Dakota",,,60164
"G3800430","2015-2019","ND",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38043","Kidder County, North Dakota",,,54643
"G3800450","2015-2019","ND",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38045","LaMoure County, North Dakota",,,60806
"G3800470","2015-2019","ND",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38047","Logan County, North Dakota",,,59375
"G3800490","2015-2019","ND",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38049","McHenry County, North Dakota",,,64179
"G3800510","2015-2019","ND",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38051","McIntosh County, North Dakota",,,52587
"G3800530","2015-2019","ND",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38053","McKenzie County, North Dakota",,,77845
"G3800550","2015-2019","ND",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38055","McLean County, North Dakota",,,68529
"G3800570","2015-2019","ND",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38057","Mercer County, North Dakota",,,82181
"G3800590","2015-2019","ND",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38059","Morton County, North Dakota",,,70556
"G3800610","2015-2019","ND",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38061","Mountrail County, North Dakota",,,72147
"G3800630","2015-2019","ND",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38063","Nelson County, North Dakota",,,52039
"G3800650","2015-2019","ND",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38065","Oliver County, North Dakota",,,78929
"G3800670","2015-2019","ND",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38067","Pembina County, North Dakota",,,64549
"G3800690","2015-2019","ND",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38069","Pierce County, North Dakota",,,55660
"G3800710","2015-2019","ND",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38071","Ramsey County, North Dakota",,,58910
"G3800730","2015-2019","ND",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38073","Ransom County, North Dakota",,,63903
"G3800750","2015-2019","ND",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38075","Renville County, North Dakota",,,73182
"G3800770","2015-2019","ND",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38077","Richland County, North Dakota",,,61371
"G3800790","2015-2019","ND",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38079","Rolette County, North Dakota",,,43158
"G3800810","2015-2019","ND",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38081","Sargent County, North Dakota",,,63073
"G3800830","2015-2019","ND",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38083","Sheridan County, North Dakota",,,51055
"G3800850","2015-2019","ND",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38085","Sioux County, North Dakota",,,38939
"G3800870","2015-2019","ND",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38087","Slope County, North Dakota",,,63611
"G3800890","2015-2019","ND",,,"North Dakota","38","Stark County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38089","Stark County, North Dakota",,,72045
"G3800910","2015-2019","ND",,,"North Dakota","38","Steele County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38091","Steele County, North Dakota",,,70724
"G3800930","2015-2019","ND",,,"North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38093","Stutsman County, North Dakota",,,57674
"G3800950","2015-2019","ND",,,"North Dakota","38","Towner County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38095","Towner County, North Dakota",,,52300
"G3800970","2015-2019","ND",,,"North Dakota","38","Traill County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38097","Traill County, North Dakota",,,64453
"G3800990","2015-2019","ND",,,"North Dakota","38","Walsh County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38099","Walsh County, North Dakota",,,55700
"G3801010","2015-2019","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",,,68871
"G3801030","2015-2019","ND",,,"North Dakota","38","Wells County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38103","Wells County, North Dakota",,,57582
"G3801050","2015-2019","ND",,,"North Dakota","38","Williams County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38105","Williams County, North Dakota",,,87161
"G3900010","2015-2019","OH",,,"Ohio","39","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39001","Adams County, Ohio",,,39079
"G3900030","2015-2019","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",,,53131
"G3900050","2015-2019","OH",,,"Ohio","39","Ashland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39005","Ashland County, Ohio",,,52823
"G3900070","2015-2019","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",,,46700
"G3900090","2015-2019","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",,,40905
"G3900110","2015-2019","OH",,,"Ohio","39","Auglaize County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39011","Auglaize County, Ohio",,,64074
"G3900130","2015-2019","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,50904
"G3900150","2015-2019","OH",,,"Ohio","39","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39015","Brown County, Ohio",,,54575
"G3900170","2015-2019","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",,,66117
"G3900190","2015-2019","OH",,,"Ohio","39","Carroll County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39019","Carroll County, Ohio",,,55267
"G3900210","2015-2019","OH",,,"Ohio","39","Champaign County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39021","Champaign County, Ohio",,,60112
"G3900230","2015-2019","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",,,50873
"G3900250","2015-2019","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",,,66968
"G3900270","2015-2019","OH",,,"Ohio","39","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39027","Clinton County, Ohio",,,52815
"G3900290","2015-2019","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,,48345
"G3900310","2015-2019","OH",,,"Ohio","39","Coshocton County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39031","Coshocton County, Ohio",,,46606
"G3900330","2015-2019","OH",,,"Ohio","39","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39033","Crawford County, Ohio",,,44971
"G3900350","2015-2019","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",,,50366
"G3900370","2015-2019","OH",,,"Ohio","39","Darke County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39037","Darke County, Ohio",,,55620
"G3900390","2015-2019","OH",,,"Ohio","39","Defiance County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39039","Defiance County, Ohio",,,59931
"G3900410","2015-2019","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",,,106908
"G3900430","2015-2019","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",,,54226
"G3900450","2015-2019","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",,,67609
"G3900470","2015-2019","OH",,,"Ohio","39","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39047","Fayette County, Ohio",,,47308
"G3900490","2015-2019","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",,,61305
"G3900510","2015-2019","OH",,,"Ohio","39","Fulton County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39051","Fulton County, Ohio",,,63092
"G3900530","2015-2019","OH",,,"Ohio","39","Gallia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39053","Gallia County, Ohio",,,44858
"G3900550","2015-2019","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,82303
"G3900570","2015-2019","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",,,68720
"G3900590","2015-2019","OH",,,"Ohio","39","Guernsey County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39059","Guernsey County, Ohio",,,45917
"G3900610","2015-2019","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",,,57212
"G3900630","2015-2019","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",,,58450
"G3900650","2015-2019","OH",,,"Ohio","39","Hardin County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39065","Hardin County, Ohio",,,50506
"G3900670","2015-2019","OH",,,"Ohio","39","Harrison County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39067","Harrison County, Ohio",,,49689
"G3900690","2015-2019","OH",,,"Ohio","39","Henry County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39069","Henry County, Ohio",,,59695
"G3900710","2015-2019","OH",,,"Ohio","39","Highland County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39071","Highland County, Ohio",,,44169
"G3900730","2015-2019","OH",,,"Ohio","39","Hocking County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39073","Hocking County, Ohio",,,52363
"G3900750","2015-2019","OH",,,"Ohio","39","Holmes County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39075","Holmes County, Ohio",,,63753
"G3900770","2015-2019","OH",,,"Ohio","39","Huron County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39077","Huron County, Ohio",,,52560
"G3900790","2015-2019","OH",,,"Ohio","39","Jackson County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39079","Jackson County, Ohio",,,47550
"G3900810","2015-2019","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",,,46581
"G3900830","2015-2019","OH",,,"Ohio","39","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39083","Knox County, Ohio",,,57749
"G3900850","2015-2019","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",,,64466
"G3900870","2015-2019","OH",,,"Ohio","39","Lawrence County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39087","Lawrence County, Ohio",,,45118
"G3900890","2015-2019","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",,,64589
"G3900910","2015-2019","OH",,,"Ohio","39","Logan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39091","Logan County, Ohio",,,56754
"G3900930","2015-2019","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",,,58427
