GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNHE001,NAME_M,RNHM001
"G1701410","2005-2009","IL",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17141","Ogle County, Illinois",55479,"Ogle County, Illinois",1699
"G1701430","2005-2009","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",47702,"Peoria County, Illinois",1170
"G1701450","2005-2009","IL",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17145","Perry County, Illinois",39031,"Perry County, Illinois",2553
"G1701470","2005-2009","IL",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17147","Piatt County, Illinois",55603,"Piatt County, Illinois",2615
"G1701490","2005-2009","IL",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17149","Pike County, Illinois",40648,"Pike County, Illinois",1476
"G1701510","2005-2009","IL",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17151","Pope County, Illinois",39153,"Pope County, Illinois",6269
"G1701530","2005-2009","IL",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17153","Pulaski County, Illinois",28775,"Pulaski County, Illinois",3275
"G1701550","2005-2009","IL",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17155","Putnam County, Illinois",54528,"Putnam County, Illinois",4019
"G1701570","2005-2009","IL",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17157","Randolph County, Illinois",43395,"Randolph County, Illinois",1477
"G1701590","2005-2009","IL",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17159","Richland County, Illinois",39068,"Richland County, Illinois",2520
"G1701610","2005-2009","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",45585,"Rock Island County, Illinois",1185
"G1701630","2005-2009","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",47029,"St. Clair County, Illinois",1015
"G1701650","2005-2009","IL",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17165","Saline County, Illinois",33341,"Saline County, Illinois",1776
"G1701670","2005-2009","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",50733,"Sangamon County, Illinois",1047
"G1701690","2005-2009","IL",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17169","Schuyler County, Illinois",42425,"Schuyler County, Illinois",3708
"G1701710","2005-2009","IL",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17171","Scott County, Illinois",48611,"Scott County, Illinois",3007
"G1701730","2005-2009","IL",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17173","Shelby County, Illinois",45340,"Shelby County, Illinois",2950
"G1701750","2005-2009","IL",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17175","Stark County, Illinois",47795,"Stark County, Illinois",2939
"G1701770","2005-2009","IL",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17177","Stephenson County, Illinois",43561,"Stephenson County, Illinois",1380
"G1701790","2005-2009","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",54271,"Tazewell County, Illinois",1354
"G1701810","2005-2009","IL",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17181","Union County, Illinois",38028,"Union County, Illinois",3000
"G1701830","2005-2009","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",39249,"Vermilion County, Illinois",1214
"G1701850","2005-2009","IL",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17185","Wabash County, Illinois",44738,"Wabash County, Illinois",3634
"G1701870","2005-2009","IL",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17187","Warren County, Illinois",38433,"Warren County, Illinois",3163
"G1701890","2005-2009","IL",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17189","Washington County, Illinois",52527,"Washington County, Illinois",4269
"G1701910","2005-2009","IL",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17191","Wayne County, Illinois",37128,"Wayne County, Illinois",2118
"G1701930","2005-2009","IL",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17193","White County, Illinois",40070,"White County, Illinois",2984
"G1701950","2005-2009","IL",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17195","Whiteside County, Illinois",43719,"Whiteside County, Illinois",1765
"G1701970","2005-2009","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",74118,"Will County, Illinois",851
"G1701990","2005-2009","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",39286,"Williamson County, Illinois",1395
"G1702010","2005-2009","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",46882,"Winnebago County, Illinois",844
"G1702030","2005-2009","IL",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17203","Woodford County, Illinois",63917,"Woodford County, Illinois",2099
"G1800010","2005-2009","IN",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18001","Adams County, Indiana",43208,"Adams County, Indiana",2508
"G1800030","2005-2009","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",47901,"Allen County, Indiana",799
"G1800050","2005-2009","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",52545,"Bartholomew County, Indiana",1858
"G1800070","2005-2009","IN",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18007","Benton County, Indiana",45603,"Benton County, Indiana",2358
"G1800090","2005-2009","IN",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18009","Blackford County, Indiana",40372,"Blackford County, Indiana",4246
"G1800110","2005-2009","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18011","Boone County, Indiana",67322,"Boone County, Indiana",2423
"G1800130","2005-2009","IN",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18013","Brown County, Indiana",51904,"Brown County, Indiana",3058
"G1800150","2005-2009","IN",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18015","Carroll County, Indiana",47030,"Carroll County, Indiana",2119
"G1800170","2005-2009","IN",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18017","Cass County, Indiana",43006,"Cass County, Indiana",1797
"G1800190","2005-2009","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",47011,"Clark County, Indiana",1143
"G1800210","2005-2009","IN",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18021","Clay County, Indiana",43943,"Clay County, Indiana",2957
"G1800230","2005-2009","IN",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18023","Clinton County, Indiana",47453,"Clinton County, Indiana",2450
"G1800250","2005-2009","IN",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18025","Crawford County, Indiana",34883,"Crawford County, Indiana",5048
"G1800270","2005-2009","IN",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18027","Daviess County, Indiana",42562,"Daviess County, Indiana",2377
"G1800290","2005-2009","IN",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18029","Dearborn County, Indiana",55949,"Dearborn County, Indiana",2487
"G1800310","2005-2009","IN",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18031","Decatur County, Indiana",45265,"Decatur County, Indiana",2197
"G1800330","2005-2009","IN",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18033","DeKalb County, Indiana",45792,"DeKalb County, Indiana",2134
"G1800350","2005-2009","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",37386,"Delaware County, Indiana",1109
"G1800370","2005-2009","IN",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18037","Dubois County, Indiana",53286,"Dubois County, Indiana",2274
"G1800390","2005-2009","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",47840,"Elkhart County, Indiana",1016
"G1800410","2005-2009","IN",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18041","Fayette County, Indiana",38060,"Fayette County, Indiana",2274
"G1800430","2005-2009","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",52242,"Floyd County, Indiana",1515
"G1800450","2005-2009","IN",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18045","Fountain County, Indiana",43431,"Fountain County, Indiana",2808
"G1800470","2005-2009","IN",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18047","Franklin County, Indiana",50937,"Franklin County, Indiana",1979
"G1800490","2005-2009","IN",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18049","Fulton County, Indiana",41483,"Fulton County, Indiana",2863
"G1800510","2005-2009","IN",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18051","Gibson County, Indiana",45426,"Gibson County, Indiana",2461
"G1800530","2005-2009","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",38797,"Grant County, Indiana",1791
"G1800550","2005-2009","IN",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18055","Greene County, Indiana",40252,"Greene County, Indiana",2151
"G1800570","2005-2009","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",82088,"Hamilton County, Indiana",1542
"G1800590","2005-2009","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",60878,"Hancock County, Indiana",2415
"G1800610","2005-2009","IN",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18061","Harrison County, Indiana",50544,"Harrison County, Indiana",1524
"G1800630","2005-2009","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",65246,"Hendricks County, Indiana",1385
"G1800650","2005-2009","IN",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18065","Henry County, Indiana",41816,"Henry County, Indiana",1614
"G1800670","2005-2009","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",46901,"Howard County, Indiana",1427
"G1800690","2005-2009","IN",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18069","Huntington County, Indiana",45490,"Huntington County, Indiana",1904
"G1800710","2005-2009","IN",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18071","Jackson County, Indiana",42525,"Jackson County, Indiana",2293
"G1800730","2005-2009","IN",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18073","Jasper County, Indiana",53369,"Jasper County, Indiana",2246
"G1800750","2005-2009","IN",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18075","Jay County, Indiana",38026,"Jay County, Indiana",2038
"G1800770","2005-2009","IN",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18077","Jefferson County, Indiana",40704,"Jefferson County, Indiana",2847
"G1800790","2005-2009","IN",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18079","Jennings County, Indiana",43490,"Jennings County, Indiana",1139
"G1800810","2005-2009","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",59973,"Johnson County, Indiana",1514
"G1800830","2005-2009","IN",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18083","Knox County, Indiana",39215,"Knox County, Indiana",1400
"G1800850","2005-2009","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",49897,"Kosciusko County, Indiana",1352
"G1800870","2005-2009","IN",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18087","LaGrange County, Indiana",49324,"LaGrange County, Indiana",2502
"G1800890","2005-2009","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",47962,"Lake County, Indiana",829
"G1800910","2005-2009","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",47090,"LaPorte County, Indiana",1635
"G1800930","2005-2009","IN",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18093","Lawrence County, Indiana",40328,"Lawrence County, Indiana",1575
"G1800950","2005-2009","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",43372,"Madison County, Indiana",884
"G1800970","2005-2009","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",43858,"Marion County, Indiana",389
"G1800990","2005-2009","IN",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18099","Marshall County, Indiana",50786,"Marshall County, Indiana",2259
"G1801010","2005-2009","IN",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18101","Martin County, Indiana",42257,"Martin County, Indiana",5026
"G1801030","2005-2009","IN",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18103","Miami County, Indiana",38872,"Miami County, Indiana",2574
"G1801050","2005-2009","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",38124,"Monroe County, Indiana",1479
"G1801070","2005-2009","IN",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18107","Montgomery County, Indiana",48572,"Montgomery County, Indiana",2178
"G1801090","2005-2009","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",54926,"Morgan County, Indiana",1855
"G1801110","2005-2009","IN",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18111","Newton County, Indiana",53028,"Newton County, Indiana",5176
"G1801130","2005-2009","IN",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18113","Noble County, Indiana",46744,"Noble County, Indiana",1807
"G1801150","2005-2009","IN",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18115","Ohio County, Indiana",49661,"Ohio County, Indiana",6072
"G1801170","2005-2009","IN",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18117","Orange County, Indiana",35667,"Orange County, Indiana",1914
"G1801190","2005-2009","IN",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18119","Owen County, Indiana",42465,"Owen County, Indiana",2644
"G1801210","2005-2009","IN",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18121","Parke County, Indiana",37962,"Parke County, Indiana",3164
"G1801230","2005-2009","IN",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18123","Perry County, Indiana",43918,"Perry County, Indiana",3070
"G1801250","2005-2009","IN",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18125","Pike County, Indiana",39685,"Pike County, Indiana",3392
"G1801270","2005-2009","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",60797,"Porter County, Indiana",1067
"G1801290","2005-2009","IN",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18129","Posey County, Indiana",57775,"Posey County, Indiana",2273
"G1801310","2005-2009","IN",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18131","Pulaski County, Indiana",46141,"Pulaski County, Indiana",3883
"G1801330","2005-2009","IN",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18133","Putnam County, Indiana",49821,"Putnam County, Indiana",2656
"G1801350","2005-2009","IN",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18135","Randolph County, Indiana",40993,"Randolph County, Indiana",1682
"G1801370","2005-2009","IN",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18137","Ripley County, Indiana",47397,"Ripley County, Indiana",1551
"G1801390","2005-2009","IN",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18139","Rush County, Indiana",45661,"Rush County, Indiana",2387
"G1801410","2005-2009","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",44579,"St. Joseph County, Indiana",773
"G1801430","2005-2009","IN",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18143","Scott County, Indiana",38372,"Scott County, Indiana",2601
"G1801450","2005-2009","IN",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18145","Shelby County, Indiana",51448,"Shelby County, Indiana",1832
"G1801470","2005-2009","IN",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18147","Spencer County, Indiana",51120,"Spencer County, Indiana",2136
"G1801490","2005-2009","IN",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18149","Starke County, Indiana",38729,"Starke County, Indiana",2204
"G1801510","2005-2009","IN",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18151","Steuben County, Indiana",46818,"Steuben County, Indiana",2103
"G1801530","2005-2009","IN",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18153","Sullivan County, Indiana",41292,"Sullivan County, Indiana",3384
"G1801550","2005-2009","IN",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18155","Switzerland County, Indiana",44246,"Switzerland County, Indiana",4783
"G1801570","2005-2009","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",41842,"Tippecanoe County, Indiana",1062
"G1801590","2005-2009","IN",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18159","Tipton County, Indiana",50556,"Tipton County, Indiana",2341
"G1801610","2005-2009","IN",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18161","Union County, Indiana",42995,"Union County, Indiana",3539
"G1801630","2005-2009","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",42579,"Vanderburgh County, Indiana",1021
"G1801650","2005-2009","IN",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18165","Vermillion County, Indiana",42451,"Vermillion County, Indiana",4618
"G1801670","2005-2009","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",37509,"Vigo County, Indiana",1304
"G1801690","2005-2009","IN",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18169","Wabash County, Indiana",43198,"Wabash County, Indiana",2930
"G1801710","2005-2009","IN",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18171","Warren County, Indiana",48432,"Warren County, Indiana",3970
"G1801730","2005-2009","IN",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18173","Warrick County, Indiana",60553,"Warrick County, Indiana",2144
