GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNHE001,NAME_M,RNHM001
"G4500030","2005-2009","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",44534,"Aiken County, South Carolina",1422
"G4500050","2005-2009","SC",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45005","Allendale County, South Carolina",20551,"Allendale County, South Carolina",2925
"G4500070","2005-2009","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",43109,"Anderson County, South Carolina",1230
"G4500090","2005-2009","SC",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45009","Bamberg County, South Carolina",30889,"Bamberg County, South Carolina",4593
"G4500110","2005-2009","SC",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45011","Barnwell County, South Carolina",35888,"Barnwell County, South Carolina",3377
"G4500130","2005-2009","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",54131,"Beaufort County, South Carolina",1238
"G4500150","2005-2009","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",49286,"Berkeley County, South Carolina",1423
"G4500170","2005-2009","SC",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45017","Calhoun County, South Carolina",37402,"Calhoun County, South Carolina",3623
"G4500190","2005-2009","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",47770,"Charleston County, South Carolina",859
"G4500210","2005-2009","SC",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45021","Cherokee County, South Carolina",34808,"Cherokee County, South Carolina",1836
"G4500230","2005-2009","SC",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45023","Chester County, South Carolina",31964,"Chester County, South Carolina",1195
"G4500250","2005-2009","SC",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45025","Chesterfield County, South Carolina",33968,"Chesterfield County, South Carolina",1905
"G4500270","2005-2009","SC",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45027","Clarendon County, South Carolina",31761,"Clarendon County, South Carolina",1516
"G4500290","2005-2009","SC",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45029","Colleton County, South Carolina",34135,"Colleton County, South Carolina",1983
"G4500310","2005-2009","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",38753,"Darlington County, South Carolina",1884
"G4500330","2005-2009","SC",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45033","Dillon County, South Carolina",27588,"Dillon County, South Carolina",2312
"G4500350","2005-2009","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",54139,"Dorchester County, South Carolina",2007
"G4500370","2005-2009","SC",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45037","Edgefield County, South Carolina",44391,"Edgefield County, South Carolina",5306
"G4500390","2005-2009","SC",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45039","Fairfield County, South Carolina",32120,"Fairfield County, South Carolina",2178
"G4500410","2005-2009","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",41142,"Florence County, South Carolina",1282
"G4500430","2005-2009","SC",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45043","Georgetown County, South Carolina",42283,"Georgetown County, South Carolina",2665
"G4500450","2005-2009","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",46671,"Greenville County, South Carolina",899
"G4500470","2005-2009","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",39801,"Greenwood County, South Carolina",2265
"G4500490","2005-2009","SC",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45049","Hampton County, South Carolina",34285,"Hampton County, South Carolina",2422
"G4500510","2005-2009","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",42642,"Horry County, South Carolina",825
"G4500530","2005-2009","SC",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45053","Jasper County, South Carolina",36288,"Jasper County, South Carolina",2806
"G4500550","2005-2009","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",45035,"Kershaw County, South Carolina",1811
"G4500570","2005-2009","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",38590,"Lancaster County, South Carolina",1533
"G4500590","2005-2009","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",38816,"Laurens County, South Carolina",2330
"G4500610","2005-2009","SC",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45061","Lee County, South Carolina",24847,"Lee County, South Carolina",2272
"G4500630","2005-2009","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",51983,"Lexington County, South Carolina",785
"G4500650","2005-2009","SC",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45065","McCormick County, South Carolina",34786,"McCormick County, South Carolina",1663
"G4500670","2005-2009","SC",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45067","Marion County, South Carolina",29626,"Marion County, South Carolina",1868
"G4500690","2005-2009","SC",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45069","Marlboro County, South Carolina",26002,"Marlboro County, South Carolina",2604
"G4500710","2005-2009","SC",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45071","Newberry County, South Carolina",41080,"Newberry County, South Carolina",2847
"G4500730","2005-2009","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",41095,"Oconee County, South Carolina",1751
"G4500750","2005-2009","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",32132,"Orangeburg County, South Carolina",1144
"G4500770","2005-2009","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",41969,"Pickens County, South Carolina",1639
"G4500790","2005-2009","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",47969,"Richland County, South Carolina",1006
"G4500810","2005-2009","SC",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45081","Saluda County, South Carolina",41510,"Saluda County, South Carolina",4639
"G4500830","2005-2009","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",42349,"Spartanburg County, South Carolina",978
"G4500850","2005-2009","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",37752,"Sumter County, South Carolina",1432
"G4500870","2005-2009","SC",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45087","Union County, South Carolina",33345,"Union County, South Carolina",2166
"G4500890","2005-2009","SC",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45089","Williamsburg County, South Carolina",25948,"Williamsburg County, South Carolina",2559
"G4500910","2005-2009","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",51332,"York County, South Carolina",1015
"G4600030","2005-2009","SD",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46003","Aurora County, South Dakota",43209,"Aurora County, South Dakota",2306
"G4600050","2005-2009","SD",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46005","Beadle County, South Dakota",42259,"Beadle County, South Dakota",3424
"G4600070","2005-2009","SD",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46007","Bennett County, South Dakota",36580,"Bennett County, South Dakota",4302
"G4600090","2005-2009","SD",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46009","Bon Homme County, South Dakota",38750,"Bon Homme County, South Dakota",4166
"G4600110","2005-2009","SD",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46011","Brookings County, South Dakota",41043,"Brookings County, South Dakota",2477
"G4600130","2005-2009","SD",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46013","Brown County, South Dakota",45054,"Brown County, South Dakota",1706
"G4600150","2005-2009","SD",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46015","Brule County, South Dakota",44570,"Brule County, South Dakota",4885
"G4600170","2005-2009","SD",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46017","Buffalo County, South Dakota",25714,"Buffalo County, South Dakota",3735
"G4600190","2005-2009","SD",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46019","Butte County, South Dakota",36649,"Butte County, South Dakota",4256
"G4600210","2005-2009","SD",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46021","Campbell County, South Dakota",35764,"Campbell County, South Dakota",5711
"G4600230","2005-2009","SD",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46023","Charles Mix County, South Dakota",35385,"Charles Mix County, South Dakota",3338
"G4600250","2005-2009","SD",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46025","Clark County, South Dakota",42604,"Clark County, South Dakota",5614
"G4600270","2005-2009","SD",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46027","Clay County, South Dakota",31952,"Clay County, South Dakota",7001
"G4600290","2005-2009","SD",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46029","Codington County, South Dakota",41716,"Codington County, South Dakota",2051
"G4600310","2005-2009","SD",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46031","Corson County, South Dakota",29750,"Corson County, South Dakota",4285
"G4600330","2005-2009","SD",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46033","Custer County, South Dakota",45775,"Custer County, South Dakota",3322
"G4600350","2005-2009","SD",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46035","Davison County, South Dakota",44242,"Davison County, South Dakota",3344
"G4600370","2005-2009","SD",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46037","Day County, South Dakota",33810,"Day County, South Dakota",4239
"G4600390","2005-2009","SD",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46039","Deuel County, South Dakota",46341,"Deuel County, South Dakota",2825
"G4600410","2005-2009","SD",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46041","Dewey County, South Dakota",36587,"Dewey County, South Dakota",6134
"G4600430","2005-2009","SD",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46043","Douglas County, South Dakota",38963,"Douglas County, South Dakota",3370
"G4600450","2005-2009","SD",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46045","Edmunds County, South Dakota",46169,"Edmunds County, South Dakota",5836
"G4600470","2005-2009","SD",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46047","Fall River County, South Dakota",38762,"Fall River County, South Dakota",5766
"G4600490","2005-2009","SD",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46049","Faulk County, South Dakota",35924,"Faulk County, South Dakota",3191
"G4600510","2005-2009","SD",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46051","Grant County, South Dakota",40293,"Grant County, South Dakota",3334
"G4600530","2005-2009","SD",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46053","Gregory County, South Dakota",32808,"Gregory County, South Dakota",2281
"G4600550","2005-2009","SD",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46055","Haakon County, South Dakota",46667,"Haakon County, South Dakota",10611
"G4600570","2005-2009","SD",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46057","Hamlin County, South Dakota",43227,"Hamlin County, South Dakota",1871
"G4600590","2005-2009","SD",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46059","Hand County, South Dakota",45202,"Hand County, South Dakota",3674
"G4600610","2005-2009","SD",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46061","Hanson County, South Dakota",45938,"Hanson County, South Dakota",4896
"G4600630","2005-2009","SD",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46063","Harding County, South Dakota",36912,"Harding County, South Dakota",10164
"G4600650","2005-2009","SD",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46065","Hughes County, South Dakota",51444,"Hughes County, South Dakota",3056
"G4600670","2005-2009","SD",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46067","Hutchinson County, South Dakota",39066,"Hutchinson County, South Dakota",3140
"G4600690","2005-2009","SD",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46069","Hyde County, South Dakota",36379,"Hyde County, South Dakota",8643
"G4600710","2005-2009","SD",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46071","Jackson County, South Dakota",32981,"Jackson County, South Dakota",8509
"G4600730","2005-2009","SD",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46073","Jerauld County, South Dakota",39531,"Jerauld County, South Dakota",3199
"G4600750","2005-2009","SD",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46075","Jones County, South Dakota",43750,"Jones County, South Dakota",13764
"G4600770","2005-2009","SD",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46077","Kingsbury County, South Dakota",42822,"Kingsbury County, South Dakota",2646
"G4600790","2005-2009","SD",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46079","Lake County, South Dakota",46241,"Lake County, South Dakota",3429
"G4600810","2005-2009","SD",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46081","Lawrence County, South Dakota",38996,"Lawrence County, South Dakota",3015
"G4600830","2005-2009","SD",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46083","Lincoln County, South Dakota",65992,"Lincoln County, South Dakota",2762
"G4600850","2005-2009","SD",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46085","Lyman County, South Dakota",34132,"Lyman County, South Dakota",2728
"G4600870","2005-2009","SD",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46087","McCook County, South Dakota",43984,"McCook County, South Dakota",4723
"G4600890","2005-2009","SD",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46089","McPherson County, South Dakota",30690,"McPherson County, South Dakota",5279
"G4600910","2005-2009","SD",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46091","Marshall County, South Dakota",40823,"Marshall County, South Dakota",2580
"G4600930","2005-2009","SD",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46093","Meade County, South Dakota",41934,"Meade County, South Dakota",2047
"G4600950","2005-2009","SD",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46095","Mellette County, South Dakota",34632,"Mellette County, South Dakota",4946
"G4600970","2005-2009","SD",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46097","Miner County, South Dakota",41771,"Miner County, South Dakota",4213
"G4600990","2005-2009","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",50671,"Minnehaha County, South Dakota",1066
"G4601010","2005-2009","SD",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46101","Moody County, South Dakota",51336,"Moody County, South Dakota",5428
"G4601030","2005-2009","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",46288,"Pennington County, South Dakota",1430
"G4601050","2005-2009","SD",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46105","Perkins County, South Dakota",34495,"Perkins County, South Dakota",2918
"G4601070","2005-2009","SD",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46107","Potter County, South Dakota",38345,"Potter County, South Dakota",4795
"G4601090","2005-2009","SD",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46109","Roberts County, South Dakota",35462,"Roberts County, South Dakota",2011
"G4601110","2005-2009","SD",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46111","Sanborn County, South Dakota",41597,"Sanborn County, South Dakota",6026
"G4601130","2005-2009","SD",,,"South Dakota","46","Shannon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46113","Shannon County, South Dakota",28808,"Shannon County, South Dakota",4879
"G4601150","2005-2009","SD",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46115","Spink County, South Dakota",44552,"Spink County, South Dakota",3035
"G4601170","2005-2009","SD",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46117","Stanley County, South Dakota",51089,"Stanley County, South Dakota",5436
"G4601190","2005-2009","SD",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46119","Sully County, South Dakota",48098,"Sully County, South Dakota",6228
"G4601210","2005-2009","SD",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46121","Todd County, South Dakota",26337,"Todd County, South Dakota",4449
"G4601230","2005-2009","SD",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46123","Tripp County, South Dakota",39044,"Tripp County, South Dakota",3595
"G4601250","2005-2009","SD",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46125","Turner County, South Dakota",47950,"Turner County, South Dakota",2595
"G4601270","2005-2009","SD",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46127","Union County, South Dakota",56720,"Union County, South Dakota",2849
"G4601290","2005-2009","SD",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46129","Walworth County, South Dakota",37804,"Walworth County, South Dakota",3546
"G4601350","2005-2009","SD",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46135","Yankton County, South Dakota",45848,"Yankton County, South Dakota",3446
"G4601370","2005-2009","SD",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46137","Ziebach County, South Dakota",26833,"Ziebach County, South Dakota",2836
"G4700010","2005-2009","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",42643,"Anderson County, Tennessee",1729
"G4700030","2005-2009","TN",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47003","Bedford County, Tennessee",37917,"Bedford County, Tennessee",1982
"G4700050","2005-2009","TN",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47005","Benton County, Tennessee",33647,"Benton County, Tennessee",1616
"G4700070","2005-2009","TN",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47007","Bledsoe County, Tennessee",32439,"Bledsoe County, Tennessee",5115
"G4700090","2005-2009","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",47218,"Blount County, Tennessee",1344
"G4700110","2005-2009","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",39995,"Bradley County, Tennessee",1281
"G4700130","2005-2009","TN",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47013","Campbell County, Tennessee",28988,"Campbell County, Tennessee",1978
"G4700150","2005-2009","TN",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47015","Cannon County, Tennessee",35972,"Cannon County, Tennessee",4899
"G4700170","2005-2009","TN",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47017","Carroll County, Tennessee",35713,"Carroll County, Tennessee",2012
"G4700190","2005-2009","TN",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47019","Carter County, Tennessee",32424,"Carter County, Tennessee",1527
"G4700210","2005-2009","TN",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47021","Cheatham County, Tennessee",51221,"Cheatham County, Tennessee",2853
"G4700230","2005-2009","TN",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47023","Chester County, Tennessee",37569,"Chester County, Tennessee",3768
"G4700250","2005-2009","TN",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47025","Claiborne County, Tennessee",32212,"Claiborne County, Tennessee",1869
"G4700270","2005-2009","TN",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47027","Clay County, Tennessee",32134,"Clay County, Tennessee",4926
"G4700290","2005-2009","TN",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47029","Cocke County, Tennessee",30027,"Cocke County, Tennessee",2017
"G4700310","2005-2009","TN",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47031","Coffee County, Tennessee",39456,"Coffee County, Tennessee",1836
"G4700330","2005-2009","TN",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47033","Crockett County, Tennessee",35370,"Crockett County, Tennessee",3087
"G4700350","2005-2009","TN",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47035","Cumberland County, Tennessee",36346,"Cumberland County, Tennessee",1525
"G4700370","2005-2009","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",45828,"Davidson County, Tennessee",488
"G4700390","2005-2009","TN",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47039","Decatur County, Tennessee",25333,"Decatur County, Tennessee",3460
"G4700410","2005-2009","TN",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47041","DeKalb County, Tennessee",34067,"DeKalb County, Tennessee",2502
"G4700430","2005-2009","TN",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47043","Dickson County, Tennessee",44988,"Dickson County, Tennessee",1822
"G4700450","2005-2009","TN",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47045","Dyer County, Tennessee",36121,"Dyer County, Tennessee",2276
"G4700470","2005-2009","TN",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47047","Fayette County, Tennessee",54577,"Fayette County, Tennessee",2741
"G4700490","2005-2009","TN",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47049","Fentress County, Tennessee",28407,"Fentress County, Tennessee",2877
"G4700510","2005-2009","TN",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47051","Franklin County, Tennessee",41345,"Franklin County, Tennessee",2432
"G4700530","2005-2009","TN",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47053","Gibson County, Tennessee",34050,"Gibson County, Tennessee",1598
