GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,NAME_M,ALWVM001,ALWVM002,ALWVM003,ALWVM004,ALWVM005,ALWVM006,ALWVM007,ALWVM008
"G2900330","2015-2019","MO",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29033",,,"Carroll County, Missouri",8653,520,735,457,453,617,267,5604,"Carroll County, Missouri",75,197,219,175,113,211,149,335
"G2900350","2015-2019","MO",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29035",,,"Carter County, Missouri",6000,298,503,371,386,581,371,3490,"Carter County, Missouri",125,123,229,176,133,217,189,364
"G2900370","2015-2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29037",,,"Cass County, Missouri",102209,2793,6380,3257,3936,5896,2208,77739,"Cass County, Missouri",306,428,1156,563,803,1059,550,1966
"G2900390","2015-2019","MO",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29039",,,"Cedar County, Missouri",13852,1090,1093,2021,502,1188,581,7377,"Cedar County, Missouri",123,428,381,732,195,332,376,832
"G2900410","2015-2019","MO",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29041",,,"Chariton County, Missouri",7242,396,617,316,449,507,172,4785,"Chariton County, Missouri",153,114,139,108,142,127,71,232
"G2900430","2015-2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29043",,,"Christian County, Missouri",84672,3938,4495,4175,4155,5571,2661,59677,"Christian County, Missouri",379,812,804,829,842,782,630,1634
"G2900450","2015-2019","MO",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29045",,,"Clark County, Missouri",6622,355,635,287,510,518,185,4132,"Clark County, Missouri",124,156,261,95,160,136,65,312
"G2900470","2015-2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29047",,,"Clay County, Missouri",239395,8587,10964,8657,7325,11483,6625,185754,"Clay County, Missouri",386,1135,1446,1128,1052,1358,1141,2462
"G2900490","2015-2019","MO",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29049",,,"Clinton County, Missouri",19861,976,785,901,465,1265,331,15138,"Clinton County, Missouri",122,290,222,272,172,307,123,502
"G2900510","2015-2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29051",,,"Cole County, Missouri",71670,4019,3397,2462,3015,3156,2431,53190,"Cole County, Missouri",804,764,680,695,650,547,720,1469
"G2900530","2015-2019","MO",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29053",,,"Cooper County, Missouri",16023,892,1044,813,672,1286,776,10540,"Cooper County, Missouri",197,315,229,174,210,314,243,493
"G2900550","2015-2019","MO",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29055",,,"Crawford County, Missouri",23718,1576,2808,1724,1525,1872,620,13593,"Crawford County, Missouri",131,433,569,513,408,451,335,842
"G2900570","2015-2019","MO",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29057",,,"Dade County, Missouri",7372,552,1034,506,544,607,258,3871,"Dade County, Missouri",84,143,219,161,148,204,92,296
"G2900590","2015-2019","MO",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29059",,,"Dallas County, Missouri",16374,573,1613,1106,1342,1734,453,9553,"Dallas County, Missouri",139,230,502,424,462,649,270,825
"G2900610","2015-2019","MO",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29061",,,"Daviess County, Missouri",8083,275,901,659,487,433,355,4973,"Daviess County, Missouri",69,67,193,176,155,120,224,320
"G2900630","2015-2019","MO",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29063",,,"DeKalb County, Missouri",9186,298,822,497,333,666,165,6405,"DeKalb County, Missouri",191,78,292,216,125,237,61,393
"G2900650","2015-2019","MO",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29065",,,"Dent County, Missouri",15300,1235,2193,895,694,1129,762,8392,"Dent County, Missouri",94,366,499,353,204,318,266,533
"G2900670","2015-2019","MO",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29067",,,"Douglas County, Missouri",13114,937,1737,1130,1177,1244,749,6140,"Douglas County, Missouri",122,342,454,360,486,412,276,607
"G2900690","2015-2019","MO",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29069",,,"Dunklin County, Missouri",29205,3096,4409,2591,1739,2345,1020,14005,"Dunklin County, Missouri",198,507,485,506,403,421,255,700
"G2900710","2015-2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29071",,,"Franklin County, Missouri",101687,4516,6122,3235,4240,7345,2694,73535,"Franklin County, Missouri",309,802,962,774,688,1169,639,1862
"G2900730","2015-2019","MO",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29073",,,"Gasconade County, Missouri",14421,354,942,664,682,1076,572,10131,"Gasconade County, Missouri",148,101,213,197,193,323,200,454
"G2900750","2015-2019","MO",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29075",,,"Gentry County, Missouri",6467,332,626,305,384,603,267,3950,"Gentry County, Missouri",20,131,166,114,128,170,88,247
"G2900770","2015-2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29077",,,"Greene County, Missouri",277987,20005,25598,16011,15603,21167,9832,169771,"Greene County, Missouri",739,1442,1777,1690,1507,2049,1138,3020
"G2900790","2015-2019","MO",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29079",,,"Grundy County, Missouri",9692,727,950,488,428,1025,164,5910,"Grundy County, Missouri",121,247,195,147,146,291,88,405
"G2900810","2015-2019","MO",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29081",,,"Harrison County, Missouri",8297,446,927,779,536,944,205,4460,"Harrison County, Missouri",75,160,220,254,167,261,84,318
"G2900830","2015-2019","MO",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29083",,,"Henry County, Missouri",21349,1594,2915,858,949,1524,539,12970,"Henry County, Missouri",159,305,605,232,259,345,147,685
"G2900850","2015-2019","MO",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29085",,,"Hickory County, Missouri",9310,524,1083,506,632,940,404,5221,"Hickory County, Missouri",41,175,320,164,239,291,216,471
"G2900870","2015-2019","MO",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29087",,,"Holt County, Missouri",4310,177,257,376,224,326,155,2795,"Holt County, Missouri",63,56,70,110,76,85,58,182
"G2900890","2015-2019","MO",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29089",,,"Howard County, Missouri",9372,555,771,452,612,736,220,6026,"Howard County, Missouri",169,213,203,189,170,210,77,391
"G2900910","2015-2019","MO",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29091",,,"Howell County, Missouri",39430,4769,4013,2247,3097,3267,1353,20684,"Howell County, Missouri",178,879,882,429,630,606,410,1236
"G2900930","2015-2019","MO",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29093",,,"Iron County, Missouri",9807,747,1440,623,364,1112,573,4948,"Iron County, Missouri",142,195,260,158,128,298,190,391
"G2900950","2015-2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29095",,,"Jackson County, Missouri",684855,45773,54586,32040,27703,45033,19647,460073,"Jackson County, Missouri",968,2823,3022,2494,1793,2697,1914,4479
"G2900970","2015-2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29097",,,"Jasper County, Missouri",117475,8681,11408,6168,6117,10270,4159,70672,"Jasper County, Missouri",328,1247,1633,988,784,1323,856,2292
"G2900990","2015-2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29099",,,"Jefferson County, Missouri",221148,9329,11866,7188,7641,13317,5426,166381,"Jefferson County, Missouri",380,1354,1476,1160,1166,1552,1029,2498
"G2901010","2015-2019","MO",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29101",,,"Johnson County, Missouri",49035,2778,4320,1768,2627,4557,1255,31730,"Johnson County, Missouri",691,388,788,384,686,896,397,1060
"G2901030","2015-2019","MO",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29103",,,"Knox County, Missouri",3874,254,474,327,170,228,196,2225,"Knox County, Missouri",26,107,158,159,97,89,111,215
"G2901050","2015-2019","MO",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29105",,,"Laclede County, Missouri",35077,1617,3648,2186,2737,3526,1005,20358,"Laclede County, Missouri",156,490,683,534,898,728,338,1169
"G2901070","2015-2019","MO",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29107",,,"Lafayette County, Missouri",31979,1624,2393,1479,1382,2308,994,21799,"Lafayette County, Missouri",179,424,555,424,402,581,377,1055
"G2901090","2015-2019","MO",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29109",,,"Lawrence County, Missouri",37426,2645,3661,2063,3368,3593,1401,20695,"Lawrence County, Missouri",221,593,853,639,775,741,511,1082
"G2901110","2015-2019","MO",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29111",,,"Lewis County, Missouri",9181,743,966,404,539,704,153,5672,"Lewis County, Missouri",153,193,274,154,159,172,60,354
"G2901130","2015-2019","MO",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29113",,,"Lincoln County, Missouri",55596,3578,2550,2243,2664,4513,2437,37611,"Lincoln County, Missouri",216,646,502,656,579,966,701,1446
"G2901150","2015-2019","MO",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29115",,,"Linn County, Missouri",11974,851,992,549,602,1134,499,7347,"Linn County, Missouri",68,296,237,144,181,255,154,413
"G2901170","2015-2019","MO",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29117",,,"Livingston County, Missouri",13842,1049,1198,653,739,1086,479,8638,"Livingston County, Missouri",195,303,301,142,275,309,208,523
"G2901190","2015-2019","MO",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29119",,,"McDonald County, Missouri",22478,1669,2508,1825,2093,2181,1073,11129,"McDonald County, Missouri",157,435,475,371,506,549,356,704
"G2901210","2015-2019","MO",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29121",,,"Macon County, Missouri",14901,645,1263,664,838,1653,644,9194,"Macon County, Missouri",129,130,307,167,178,404,223,458
"G2901230","2015-2019","MO",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29123",,,"Madison County, Missouri",11874,497,1195,824,657,1321,467,6913,"Madison County, Missouri",144,144,286,382,244,409,339,551
"G2901250","2015-2019","MO",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29125",,,"Maries County, Missouri",8724,891,591,330,452,572,286,5602,"Maries County, Missouri",36,358,251,138,147,194,173,514
"G2901270","2015-2019","MO",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29127",,,"Marion County, Missouri",27143,1734,2951,1612,1305,2729,781,16031,"Marion County, Missouri",236,408,509,393,315,493,294,782
"G2901290","2015-2019","MO",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29129",,,"Mercer County, Missouri",3586,129,233,226,117,397,186,2298,"Mercer County, Missouri",70,42,106,155,53,129,90,211
"G2901310","2015-2019","MO",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29131",,,"Miller County, Missouri",24741,1183,2990,1397,1090,1757,825,15499,"Miller County, Missouri",153,278,646,346,375,422,317,905
"G2901330","2015-2019","MO",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29133",,,"Mississippi County, Missouri",11811,1232,1753,1108,973,673,515,5557,"Mississippi County, Missouri",183,423,360,365,315,329,186,570
"G2901350","2015-2019","MO",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29135",,,"Moniteau County, Missouri",14653,573,1187,366,599,1236,577,10115,"Moniteau County, Missouri",190,159,400,124,219,330,207,481
"G2901370","2015-2019","MO",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29137",,,"Monroe County, Missouri",8498,427,716,254,670,565,192,5674,"Monroe County, Missouri",80,140,154,87,174,173,94,288
"G2901390","2015-2019","MO",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29139",,,"Montgomery County, Missouri",11086,806,998,685,835,807,381,6574,"Montgomery County, Missouri",144,272,222,160,264,181,151,365
"G2901410","2015-2019","MO",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29141",,,"Morgan County, Missouri",19856,2074,2556,1305,1165,2144,681,9931,"Morgan County, Missouri",134,574,711,395,310,515,282,769
"G2901430","2015-2019","MO",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29143",,,"New Madrid County, Missouri",17160,1598,2211,1184,1110,1487,550,9020,"New Madrid County, Missouri",146,369,388,241,269,332,226,479
"G2901450","2015-2019","MO",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29145",,,"Newton County, Missouri",57135,2854,4860,3377,2885,5700,2710,34749,"Newton County, Missouri",214,454,847,676,703,908,575,1274
"G2901470","2015-2019","MO",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29147",,,"Nodaway County, Missouri",19355,2171,2092,877,881,1935,539,10860,"Nodaway County, Missouri",465,395,370,270,218,483,210,532
"G2901490","2015-2019","MO",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29149",,,"Oregon County, Missouri",10468,1402,1086,1098,677,1216,348,4641,"Oregon County, Missouri",119,401,309,339,268,285,200,471
"G2901510","2015-2019","MO",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29151",,,"Osage County, Missouri",13295,365,618,514,505,830,356,10107,"Osage County, Missouri",150,135,219,151,178,244,154,401
"G2901530","2015-2019","MO",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29153",,,"Ozark County, Missouri",9084,1068,1618,784,487,688,255,4184,"Ozark County, Missouri",61,217,362,213,184,209,126,427
"G2901550","2015-2019","MO",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29155",,,"Pemiscot County, Missouri",16358,1449,3031,1675,941,1879,200,7183,"Pemiscot County, Missouri",123,386,447,518,248,346,113,501
"G2901570","2015-2019","MO",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29157",,,"Perry County, Missouri",18833,708,684,1360,1181,1979,297,12624,"Perry County, Missouri",142,269,231,323,387,523,117,632
"G2901590","2015-2019","MO",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29159",,,"Pettis County, Missouri",41503,2658,4136,2530,2221,4029,1926,24003,"Pettis County, Missouri",278,488,746,404,454,604,470,981
"G2901610","2015-2019","MO",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29161",,,"Phelps County, Missouri",41549,4214,4355,2041,2017,2944,1350,24628,"Phelps County, Missouri",326,743,691,490,443,684,462,1165
"G2901630","2015-2019","MO",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29163",,,"Pike County, Missouri",16099,969,1469,944,926,1449,514,9828,"Pike County, Missouri",206,292,385,290,333,387,208,630
"G2901650","2015-2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29165",,,"Platte County, Missouri",99505,2804,3387,2649,3245,4009,1725,81686,"Platte County, Missouri",392,571,569,511,721,681,420,1489
"G2901670","2015-2019","MO",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29167",,,"Polk County, Missouri",30160,2159,2805,2411,1659,2803,845,17478,"Polk County, Missouri",272,501,481,593,411,616,300,948
"G2901690","2015-2019","MO",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29169",,,"Pulaski County, Missouri",43055,2331,4166,1609,2487,2997,1791,27674,"Pulaski County, Missouri",541,608,910,485,567,705,604,1389
"G2901710","2015-2019","MO",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29171",,,"Putnam County, Missouri",4682,199,595,257,240,236,121,3034,"Putnam County, Missouri",81,85,263,125,134,121,61,259
"G2901730","2015-2019","MO",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29173",,,"Ralls County, Missouri",10095,611,770,401,485,568,146,7114,"Ralls County, Missouri",101,210,291,192,147,182,83,399
"G2901750","2015-2019","MO",,,"Missouri","29","Randolph County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29175",,,"Randolph County, Missouri",22672,1218,2494,1349,1179,1804,791,13837,"Randolph County, Missouri",239,350,485,425,279,429,311,747
"G2901770","2015-2019","MO",,,"Missouri","29","Ray County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29177",,,"Ray County, Missouri",22569,1122,1555,512,928,1135,713,16604,"Ray County, Missouri",113,357,446,135,324,240,241,675
"G2901790","2015-2019","MO",,,"Missouri","29","Reynolds County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29179",,,"Reynolds County, Missouri",6115,339,850,305,332,661,257,3371,"Reynolds County, Missouri",50,98,197,131,142,197,93,304
"G2901810","2015-2019","MO",,,"Missouri","29","Ripley County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29181",,,"Ripley County, Missouri",13416,957,2449,950,1348,1054,594,6064,"Ripley County, Missouri",111,262,524,257,421,360,213,624
"G2901830","2015-2019","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29183",,,"St. Charles County, Missouri",385879,9893,10091,7395,7093,13504,7163,330740,"St. Charles County, Missouri",2462,1133,1186,1147,949,1466,879,3168
"G2901850","2015-2019","MO",,,"Missouri","29","St. Clair County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29185",,,"St. Clair County, Missouri",9021,380,1164,677,561,758,202,5279,"St. Clair County, Missouri",101,116,242,179,164,201,97,402
"G2901860","2015-2019","MO",,,"Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29186",,,"Ste. Genevieve County, Missouri",17527,459,1564,728,1123,693,441,12519,"Ste. Genevieve County, Missouri",188,183,496,331,451,217,243,690
"G2901870","2015-2019","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29187",,,"St. Francois County, Missouri",59587,3227,6022,3859,2925,5295,2025,36234,"St. Francois County, Missouri",460,697,933,803,666,974,636,1580
"G2901890","2015-2019","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29189",,,"St. Louis County, Missouri",976200,42343,52780,31090,30117,50287,21894,747689,"St. Louis County, Missouri",1142,2606,2549,2240,2265,3291,1858,5501
"G2901950","2015-2019","MO",,,"Missouri","29","Saline County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29195",,,"Saline County, Missouri",21653,952,2565,1394,1268,1744,742,12988,"Saline County, Missouri",178,238,554,330,362,392,248,638
"G2901970","2015-2019","MO",,,"Missouri","29","Schuyler County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29197",,,"Schuyler County, Missouri",4493,269,530,295,146,369,260,2624,"Schuyler County, Missouri",26,95,142,107,58,106,112,207
"G2901990","2015-2019","MO",,,"Missouri","29","Scotland County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29199",,,"Scotland County, Missouri",4801,184,455,427,395,393,72,2875,"Scotland County, Missouri",61,80,196,142,206,162,42,276
"G2902010","2015-2019","MO",,,"Missouri","29","Scott County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29201",,,"Scott County, Missouri",37873,3632,3880,2371,1604,3210,853,22323,"Scott County, Missouri",224,631,536,457,430,548,326,1082
"G2902030","2015-2019","MO",,,"Missouri","29","Shannon County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29203",,,"Shannon County, Missouri",8076,942,1275,511,464,640,316,3928,"Shannon County, Missouri",97,293,293,179,198,193,180,400
"G2902050","2015-2019","MO",,,"Missouri","29","Shelby County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29205",,,"Shelby County, Missouri",5727,339,588,409,333,565,140,3353,"Shelby County, Missouri",92,135,151,106,105,191,51,226
"G2902070","2015-2019","MO",,,"Missouri","29","Stoddard County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29207",,,"Stoddard County, Missouri",28854,2025,3239,1789,1834,2432,1329,16206,"Stoddard County, Missouri",148,403,509,413,478,463,384,789
"G2902090","2015-2019","MO",,,"Missouri","29","Stone County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29209",,,"Stone County, Missouri",31158,1174,2851,1674,2500,1534,1090,20335,"Stone County, Missouri",213,356,677,474,684,396,387,885
"G2902110","2015-2019","MO",,,"Missouri","29","Sullivan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29211",,,"Sullivan County, Missouri",6048,280,744,357,363,355,216,3733,"Sullivan County, Missouri",138,145,233,111,134,157,82,300
"G2902130","2015-2019","MO",,,"Missouri","29","Taney County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29213",,,"Taney County, Missouri",53350,2422,5417,3779,3088,5322,1748,31574,"Taney County, Missouri",316,455,728,830,727,829,598,1411
"G2902150","2015-2019","MO",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29215",,,"Texas County, Missouri",24131,2799,3312,1837,1472,2582,728,11401,"Texas County, Missouri",223,661,680,561,361,541,269,886
"G2902170","2015-2019","MO",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29217",,,"Vernon County, Missouri",19790,1162,1761,1282,2185,1267,834,11299,"Vernon County, Missouri",177,302,444,395,437,305,275,650
"G2902190","2015-2019","MO",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29219",,,"Warren County, Missouri",34150,2467,2114,1540,1855,2045,1251,22878,"Warren County, Missouri",138,700,660,468,713,898,489,1312
"G2902210","2015-2019","MO",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29221",,,"Washington County, Missouri",23594,2000,2749,1610,1321,2563,1027,12324,"Washington County, Missouri",221,537,543,693,380,668,374,1024
"G2902230","2015-2019","MO",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29223",,,"Wayne County, Missouri",12905,994,2121,938,842,1100,466,6444,"Wayne County, Missouri",128,261,419,266,365,347,209,697
"G2902250","2015-2019","MO",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29225",,,"Webster County, Missouri",37392,2722,3952,2289,2524,2554,1119,22232,"Webster County, Missouri",306,614,750,491,673,529,290,1168
"G2902270","2015-2019","MO",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29227",,,"Worth County, Missouri",1973,108,163,83,119,141,44,1315,"Worth County, Missouri",19,51,58,40,53,57,23,115
"G2902290","2015-2019","MO",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29229",,,"Wright County, Missouri",17899,1448,2891,1482,1521,1754,765,8038,"Wright County, Missouri",123,326,645,414,394,399,263,673
"G2905100","2015-2019","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29510",,,"St. Louis city, Missouri",299689,31008,34404,18101,15723,18933,8829,172691,"St. Louis city, Missouri",586,2154,2348,1736,1567,1527,1007,2907
"G3000010","2015-2019","MT",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30001",,,"Beaverhead County, Montana",8943,561,1019,352,214,859,351,5587,"Beaverhead County, Montana",129,166,203,180,128,283,217,427
"G3000030","2015-2019","MT",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30003",,,"Big Horn County, Montana",13206,1245,2124,1092,951,1010,989,5795,"Big Horn County, Montana",83,215,488,345,247,252,389,482
"G3000050","2015-2019","MT",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30005",,,"Blaine County, Montana",6603,1048,963,487,213,444,147,3301,"Blaine County, Montana",54,239,214,207,94,186,77,237
"G3000070","2015-2019","MT",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30007",,,"Broadwater County, Montana",5897,215,287,347,244,412,96,4296,"Broadwater County, Montana",46,91,134,179,133,204,81,320
