GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABDJE001,ABDJE002,ABDJE003,ABDJE004,ABDJE005,ABDJE006,ABDJE007,ABDJE008,NAME_M,ABDJM001,ABDJM002,ABDJM003,ABDJM004,ABDJM005,ABDJM006,ABDJM007,ABDJM008
"G4200870","2010-2014","PA",,,"Pennsylvania","42","Mifflin County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42087",,,"Mifflin County, Pennsylvania",45877,2841,4407,3488,2710,4124,1341,26966,"Mifflin County, Pennsylvania",165,579,699,518,455,554,289,887
"G4200890","2010-2014","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42089",,,"Monroe County, Pennsylvania",165152,8981,11735,7376,7044,12098,4212,113706,"Monroe County, Pennsylvania",456,1461,1407,1201,1160,1919,904,2996
"G4200910","2010-2014","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42091",,,"Montgomery County, Pennsylvania",789516,23034,27654,18065,19420,30057,14593,656693,"Montgomery County, Pennsylvania",1291,1311,2007,1243,1539,2195,1256,3271
"G4200930","2010-2014","PA",,,"Pennsylvania","42","Montour County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42093",,,"Montour County, Pennsylvania",17766,909,966,742,304,1028,511,13306,"Montour County, Pennsylvania",218,238,237,267,121,206,169,453
"G4200950","2010-2014","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42095",,,"Northampton County, Pennsylvania",288350,12065,16313,8749,10107,18129,8651,214336,"Northampton County, Pennsylvania",885,1268,1388,1118,1171,1549,1074,2323
"G4200970","2010-2014","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42097",,,"Northumberland County, Pennsylvania",89517,4777,7896,4889,5887,7032,3037,55999,"Northumberland County, Pennsylvania",479,655,797,524,778,744,432,1154
"G4200990","2010-2014","PA",,,"Pennsylvania","42","Perry County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42099",,,"Perry County, Pennsylvania",45066,1978,2377,1724,1704,2730,1340,33213,"Perry County, Pennsylvania",173,278,377,286,278,397,263,667
"G4201010","2010-2014","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42101",,,"Philadelphia County, Pennsylvania",1503859,187747,213472,90578,88870,107489,45312,770391,"Philadelphia County, Pennsylvania",2359,5511,6011,4121,4701,4439,3121,6469
"G4201030","2010-2014","PA",,,"Pennsylvania","42","Pike County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42103",,,"Pike County, Pennsylvania",56118,2398,3084,1967,2039,4280,1544,40806,"Pike County, Pennsylvania",219,438,612,503,576,798,572,1215
"G4201050","2010-2014","PA",,,"Pennsylvania","42","Potter County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42105",,,"Potter County, Pennsylvania",17152,934,1541,795,1235,1492,570,10585,"Potter County, Pennsylvania",92,165,204,120,197,194,128,355
"G4201070","2010-2014","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42107",,,"Schuylkill County, Pennsylvania",139848,7521,11158,6934,6773,11277,4520,91665,"Schuylkill County, Pennsylvania",540,903,1070,627,831,1039,598,1300
"G4201090","2010-2014","PA",,,"Pennsylvania","42","Snyder County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42109",,,"Snyder County, Pennsylvania",37609,1561,2578,2350,2222,2946,1770,24182,"Snyder County, Pennsylvania",279,314,416,574,337,466,339,752
"G4201110","2010-2014","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42111",,,"Somerset County, Pennsylvania",72475,3083,6123,3555,4069,5711,2789,47145,"Somerset County, Pennsylvania",469,452,678,474,487,532,395,949
"G4201130","2010-2014","PA",,,"Pennsylvania","42","Sullivan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42113",,,"Sullivan County, Pennsylvania",6226,361,559,307,325,522,242,3910,"Sullivan County, Pennsylvania",117,136,137,89,95,93,82,182
"G4201150","2010-2014","PA",,,"Pennsylvania","42","Susquehanna County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42115",,,"Susquehanna County, Pennsylvania",42230,1764,3590,2171,2623,2746,1522,27814,"Susquehanna County, Pennsylvania",149,263,345,304,341,301,269,547
"G4201170","2010-2014","PA",,,"Pennsylvania","42","Tioga County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42117",,,"Tioga County, Pennsylvania",40821,2481,3718,2252,1962,3140,1267,26001,"Tioga County, Pennsylvania",318,289,471,343,199,374,236,714
"G4201190","2010-2014","PA",,,"Pennsylvania","42","Union County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42119",,,"Union County, Pennsylvania",35737,1619,2598,1672,1908,2424,1418,24098,"Union County, Pennsylvania",708,296,503,504,497,426,424,1088
"G4201210","2010-2014","PA",,,"Pennsylvania","42","Venango County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42121",,,"Venango County, Pennsylvania",53124,2860,5627,2489,2574,4007,1858,33709,"Venango County, Pennsylvania",214,387,644,419,399,455,371,681
"G4201230","2010-2014","PA",,,"Pennsylvania","42","Warren County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42123",,,"Warren County, Pennsylvania",40221,1980,3244,1866,2007,3395,1408,26321,"Warren County, Pennsylvania",189,295,383,316,281,376,271,679
"G4201250","2010-2014","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42125",,,"Washington County, Pennsylvania",203251,9711,11666,7954,7357,11692,5027,149844,"Washington County, Pennsylvania",620,866,755,908,825,1104,705,1970
"G4201270","2010-2014","PA",,,"Pennsylvania","42","Wayne County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42127",,,"Wayne County, Pennsylvania",48235,1822,4433,2077,2012,3698,1602,32591,"Wayne County, Pennsylvania",518,298,659,361,398,556,442,818
"G4201290","2010-2014","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42129",,,"Westmoreland County, Pennsylvania",354629,15160,21433,15000,15487,22574,9101,255874,"Westmoreland County, Pennsylvania",923,1282,1416,1413,1114,1602,829,2559
"G4201310","2010-2014","PA",,,"Pennsylvania","42","Wyoming County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42131",,,"Wyoming County, Pennsylvania",27518,1217,1901,1403,1174,1848,1227,18748,"Wyoming County, Pennsylvania",219,209,270,275,197,340,237,519
"G4201330","2010-2014","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US42133",,,"York County, Pennsylvania",429027,19182,25192,15198,16512,25201,10563,317179,"York County, Pennsylvania",797,1432,1647,1573,1296,1546,1171,3035
"G4400010","2010-2014","RI",,,"Rhode Island","44","Bristol County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44001",,,"Bristol County, Rhode Island",46271,1382,1747,1226,1378,2470,966,37102,"Bristol County, Rhode Island",367,315,432,375,316,473,334,935
"G4400030","2010-2014","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44003",,,"Kent County, Rhode Island",163622,6204,8244,4433,6193,8470,3859,126219,"Kent County, Rhode Island",364,819,965,661,978,998,661,1729
"G4400050","2010-2014","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44005",,,"Newport County, Rhode Island",79299,3148,3612,2353,2166,3624,1099,63297,"Newport County, Rhode Island",263,540,636,446,475,583,313,1063
"G4400070","2010-2014","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44007",,,"Providence County, Rhode Island",602792,47742,60504,32233,29241,39350,14817,378905,"Providence County, Rhode Island",857,2711,2992,2507,1948,2534,1562,4592
"G4400090","2010-2014","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US44009",,,"Washington County, Rhode Island",120822,5076,6337,2745,2935,4753,1779,97197,"Washington County, Rhode Island",641,806,752,550,474,810,492,1462
"G4500010","2010-2014","SC",,,"South Carolina","45","Abbeville County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45001",,,"Abbeville County, South Carolina",24288,2137,3481,1569,1294,2166,523,13118,"Abbeville County, South Carolina",207,585,654,504,361,470,196,781
"G4500030","2010-2014","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45003",,,"Aiken County, South Carolina",160233,14421,15004,8385,7802,11479,5393,97749,"Aiken County, South Carolina",406,1999,1699,1352,1105,929,1187,2633
"G4500050","2010-2014","SC",,,"South Carolina","45","Allendale County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45005",,,"Allendale County, South Carolina",8917,1650,1247,500,976,1097,280,3167,"Allendale County, South Carolina",498,507,439,212,342,351,169,533
"G4500070","2010-2014","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45007",,,"Anderson County, South Carolina",187183,13922,17444,12026,11331,14808,5489,112163,"Anderson County, South Carolina",409,1336,1862,1393,1120,1091,1007,2371
"G4500090","2010-2014","SC",,,"South Carolina","45","Bamberg County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45009",,,"Bamberg County, South Carolina",14661,1693,2405,808,709,1443,384,7219,"Bamberg County, South Carolina",244,429,497,282,290,483,192,743
"G4500110","2010-2014","SC",,,"South Carolina","45","Barnwell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45011",,,"Barnwell County, South Carolina",21984,3783,2524,1193,1524,1478,548,10934,"Barnwell County, South Carolina",124,579,560,354,488,390,336,694
"G4500130","2010-2014","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45013",,,"Beaufort County, South Carolina",162262,7880,12224,5932,8302,12870,6526,108528,"Beaufort County, South Carolina",760,1208,1567,1067,1267,1525,1498,2443
"G4500150","2010-2014","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45015",,,"Berkeley County, South Carolina",184988,12522,14245,8377,9576,14132,5534,120602,"Berkeley County, South Carolina",657,1510,1469,1231,1227,1500,1025,2616
"G4500170","2010-2014","SC",,,"South Carolina","45","Calhoun County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45017",,,"Calhoun County, South Carolina",14918,1032,1762,946,1153,1144,227,8654,"Calhoun County, South Carolina",85,295,482,333,494,411,140,554
"G4500190","2010-2014","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45019",,,"Charleston County, South Carolina",353845,29772,34127,15801,15393,20006,8452,230294,"Charleston County, South Carolina",1286,1610,2699,1498,1830,1668,1439,3510
"G4500210","2010-2014","SC",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45021",,,"Cherokee County, South Carolina",54803,6501,6386,4104,3263,4877,1376,28296,"Cherokee County, South Carolina",202,826,898,871,651,735,396,1325
"G4500230","2010-2014","SC",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45023",,,"Chester County, South Carolina",32339,3971,4195,1910,2209,3630,1039,15385,"Chester County, South Carolina",148,545,667,502,480,750,330,996
"G4500250","2010-2014","SC",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45025",,,"Chesterfield County, South Carolina",45665,5633,6623,3391,3209,4132,1126,21551,"Chesterfield County, South Carolina",237,1034,905,616,840,753,323,1280
"G4500270","2010-2014","SC",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45027",,,"Clarendon County, South Carolina",32664,3926,4608,2550,2479,2735,1358,15008,"Clarendon County, South Carolina",289,606,583,585,559,588,406,763
"G4500290","2010-2014","SC",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45029",,,"Colleton County, South Carolina",37740,2628,5553,3822,3576,3748,1254,17159,"Colleton County, South Carolina",196,503,1056,1001,749,849,427,1253
"G4500310","2010-2014","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45031",,,"Darlington County, South Carolina",66750,7656,9114,4077,4018,5553,1914,34418,"Darlington County, South Carolina",291,1152,1104,869,737,888,473,1456
"G4500330","2010-2014","SC",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45033",,,"Dillon County, South Carolina",30741,5600,4114,2844,1806,2776,1107,12494,"Dillon County, South Carolina",317,1165,914,610,437,640,443,1023
"G4500350","2010-2014","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45035",,,"Dorchester County, South Carolina",140470,7095,9487,7418,7280,9387,4133,95670,"Dorchester County, South Carolina",457,971,1342,1351,1220,1232,887,2297
"G4500370","2010-2014","SC",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45037",,,"Edgefield County, South Carolina",23917,1828,2500,1501,897,1665,874,14652,"Edgefield County, South Carolina",327,475,600,464,350,404,328,777
"G4500390","2010-2014","SC",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45039",,,"Fairfield County, South Carolina",23011,3126,2497,1401,1635,2029,673,11650,"Fairfield County, South Carolina",178,679,643,415,448,675,286,1020
"G4500410","2010-2014","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45041",,,"Florence County, South Carolina",134698,12550,15044,8984,8137,9021,3760,77202,"Florence County, South Carolina",386,1267,1401,1086,1078,1231,820,1892
"G4500430","2010-2014","SC",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45043",,,"Georgetown County, South Carolina",59780,5282,7319,3883,2885,3823,1273,35315,"Georgetown County, South Carolina",179,848,1059,870,738,732,367,1144
"G4500450","2010-2014","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45045",,,"Greenville County, South Carolina",455195,31373,40561,23875,21154,29447,13035,295750,"Greenville County, South Carolina",1109,2041,2776,2057,1826,1821,1621,4205
"G4500470","2010-2014","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45047",,,"Greenwood County, South Carolina",67000,6871,9520,3417,3661,5532,1920,36079,"Greenwood County, South Carolina",580,957,1209,700,748,888,543,1526
"G4500490","2010-2014","SC",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45049",,,"Hampton County, South Carolina",19197,2409,2031,1238,1346,1571,738,9864,"Hampton County, South Carolina",221,511,428,292,398,412,229,718
"G4500510","2010-2014","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45051",,,"Horry County, South Carolina",280106,23867,29012,14404,17172,22909,10300,162442,"Horry County, South Carolina",715,1871,2155,1423,1546,1777,1470,2917
"G4500530","2010-2014","SC",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45053",,,"Jasper County, South Carolina",25297,2302,3654,1298,3255,2290,781,11717,"Jasper County, South Carolina",207,549,717,501,859,604,307,917
"G4500550","2010-2014","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45055",,,"Kershaw County, South Carolina",61924,4195,6820,3848,3348,5502,1991,36220,"Kershaw County, South Carolina",142,847,1165,742,708,932,584,1641
"G4500570","2010-2014","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45057",,,"Lancaster County, South Carolina",77724,8552,7801,4513,3904,4716,2417,45821,"Lancaster County, South Carolina",355,1204,1013,954,790,765,665,1617
"G4500590","2010-2014","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45059",,,"Laurens County, South Carolina",64118,5982,7460,5448,4338,5635,2370,32885,"Laurens County, South Carolina",344,931,827,986,823,995,494,1511
"G4500610","2010-2014","SC",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45061",,,"Lee County, South Carolina",17046,1824,2663,1530,1295,1921,526,7287,"Lee County, South Carolina",305,358,566,476,395,620,199,708
"G4500630","2010-2014","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45063",,,"Lexington County, South Carolina",267187,16526,21607,11722,11645,18979,8223,178485,"Lexington County, South Carolina",694,1732,1875,1298,1131,1659,1123,2825
"G4500650","2010-2014","SC",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45065",,,"McCormick County, South Carolina",8693,884,997,284,408,784,94,5242,"McCormick County, South Carolina",295,248,288,145,167,262,77,442
"G4500670","2010-2014","SC",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45067",,,"Marion County, South Carolina",32143,3920,5626,2138,2578,2164,1860,13857,"Marion County, South Carolina",115,636,881,392,580,587,510,1137
"G4500690","2010-2014","SC",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45069",,,"Marlboro County, South Carolina",25096,3894,4169,1684,1711,2003,1123,10512,"Marlboro County, South Carolina",339,780,573,390,378,446,408,769
"G4500710","2010-2014","SC",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45071",,,"Newberry County, South Carolina",36328,2794,3548,2318,1716,3872,1017,21063,"Newberry County, South Carolina",256,550,604,499,485,715,421,1087
"G4500730","2010-2014","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45073",,,"Oconee County, South Carolina",73921,6342,7560,5272,4816,5291,2302,42338,"Oconee County, South Carolina",195,1018,975,770,890,747,517,1410
"G4500750","2010-2014","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45075",,,"Orangeburg County, South Carolina",88184,11986,9830,7199,5593,8920,2424,42232,"Orangeburg County, South Carolina",446,1419,1145,1234,812,1262,529,1737
"G4500770","2010-2014","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45077",,,"Pickens County, South Carolina",111979,11267,10470,6049,7132,9398,2769,64894,"Pickens County, South Carolina",1006,1139,1010,880,832,1163,567,1885
"G4500790","2010-2014","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45079",,,"Richland County, South Carolina",363474,30377,32298,16616,19178,25129,11189,228687,"Richland County, South Carolina",1127,1878,2221,1489,2015,1990,1530,3361
"G4500810","2010-2014","SC",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45081",,,"Saluda County, South Carolina",19742,1912,2539,925,1449,2024,712,10181,"Saluda County, South Carolina",156,436,548,314,437,527,336,604
"G4500830","2010-2014","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45083",,,"Spartanburg County, South Carolina",280985,21174,30162,16552,16134,23286,8638,165039,"Spartanburg County, South Carolina",600,1751,2153,1602,1748,2198,1264,3319
"G4500850","2010-2014","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45085",,,"Sumter County, South Carolina",105089,9420,10074,6348,7279,11181,3106,57681,"Sumter County, South Carolina",312,1197,1302,879,1278,1507,679,2232
"G4500870","2010-2014","SC",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45087",,,"Union County, South Carolina",27895,2514,2798,1383,2455,3027,1134,14584,"Union County, South Carolina",163,458,409,343,500,586,433,902
"G4500890","2010-2014","SC",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45089",,,"Williamsburg County, South Carolina",31630,3570,5539,2586,2018,3383,891,13643,"Williamsburg County, South Carolina",312,706,752,602,497,648,308,950
"G4500910","2010-2014","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45091",,,"York County, South Carolina",231009,14549,18387,9312,10787,15309,6415,156250,"York County, South Carolina",645,1412,1440,1218,1625,1699,1101,2790
"G4600030","2010-2014","SD",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46003",,,"Aurora County, South Dakota",2606,81,117,150,116,268,113,1761,"Aurora County, South Dakota",92,37,40,54,42,85,65,113
"G4600050","2010-2014","SD",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46005",,,"Beadle County, South Dakota",17531,821,2752,763,940,1045,575,10635,"Beadle County, South Dakota",132,292,450,275,329,291,251,517
"G4600070","2010-2014","SD",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46007",,,"Bennett County, South Dakota",3372,674,655,235,168,245,95,1300,"Bennett County, South Dakota",41,200,252,123,101,100,80,228
"G4600090","2010-2014","SD",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46009",,,"Bon Homme County, South Dakota",5677,198,530,335,355,359,286,3614,"Bon Homme County, South Dakota",257,82,124,121,108,97,113,299
"G4600110","2010-2014","SD",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46011",,,"Brookings County, South Dakota",29152,2260,2778,1682,1206,2303,1109,17814,"Brookings County, South Dakota",446,391,608,448,355,513,321,867
"G4600130","2010-2014","SD",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46013",,,"Brown County, South Dakota",36219,1267,2368,2002,1828,1950,1090,25714,"Brown County, South Dakota",216,321,335,524,443,454,392,803
"G4600150","2010-2014","SD",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46015",,,"Brule County, South Dakota",5128,516,305,385,203,179,391,3149,"Brule County, South Dakota",82,279,108,183,85,75,241,300
"G4600170","2010-2014","SD",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46017",,,"Buffalo County, South Dakota",2009,424,260,115,314,282,56,558,"Buffalo County, South Dakota",6,104,99,59,150,100,48,123
"G4600190","2010-2014","SD",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46019",,,"Butte County, South Dakota",10152,360,770,570,797,1022,744,5889,"Butte County, South Dakota",78,139,212,266,341,416,410,583
"G4600210","2010-2014","SD",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46021",,,"Campbell County, South Dakota",1438,27,158,85,99,99,28,942,"Campbell County, South Dakota",127,12,77,63,65,40,24,127
"G4600230","2010-2014","SD",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46023",,,"Charles Mix County, South Dakota",8899,1100,1087,435,714,714,350,4499,"Charles Mix County, South Dakota",116,186,201,123,203,174,126,266
"G4600250","2010-2014","SD",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46025",,,"Clark County, South Dakota",3562,204,364,120,104,184,139,2447,"Clark County, South Dakota",44,152,103,67,40,58,60,173
"G4600270","2010-2014","SD",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46027",,,"Clay County, South Dakota",11666,1824,1468,766,269,750,266,6323,"Clay County, South Dakota",313,349,286,294,129,210,142,505
"G4600290","2010-2014","SD",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46029",,,"Codington County, South Dakota",27193,1134,1765,1012,1455,2448,786,18593,"Codington County, South Dakota",212,402,334,229,378,515,211,898
"G4600310","2010-2014","SD",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46031",,,"Corson County, South Dakota",4072,1014,791,273,270,263,37,1424,"Corson County, South Dakota",25,167,137,112,76,102,21,102
"G4600330","2010-2014","SD",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46033",,,"Custer County, South Dakota",8014,314,487,225,335,310,196,6147,"Custer County, South Dakota",111,129,140,89,149,129,93,300
"G4600350","2010-2014","SD",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46035",,,"Davison County, South Dakota",18901,826,1456,1071,877,1534,272,12865,"Davison County, South Dakota",212,326,442,377,361,413,120,662
"G4600370","2010-2014","SD",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46037",,,"Day County, South Dakota",5467,629,600,243,329,254,74,3338,"Day County, South Dakota",90,175,165,70,119,78,67,200
"G4600390","2010-2014","SD",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46039",,,"Deuel County, South Dakota",4267,105,125,163,351,367,151,3005,"Deuel County, South Dakota",49,44,41,61,104,136,81,174
"G4600410","2010-2014","SD",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46041",,,"Dewey County, South Dakota",5401,1051,661,310,422,662,331,1964,"Dewey County, South Dakota",56,204,140,88,129,193,145,169
"G4600430","2010-2014","SD",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46043",,,"Douglas County, South Dakota",2894,131,257,135,105,274,67,1925,"Douglas County, South Dakota",88,74,94,52,38,81,47,126
"G4600450","2010-2014","SD",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46045",,,"Edmunds County, South Dakota",3915,243,217,186,127,176,101,2865,"Edmunds County, South Dakota",45,105,126,87,51,65,69,235
